address_key,address_natural_key,line1,line2,city,province_id,province_name,postal_code,country_code
788,1784,Calle 4748,,CABA,1,Buenos Aires,3490,AR
789,1785,Calle 6713,Piso 3 Dto C,Mar del Plata,1,Buenos Aires,5607,AR
790,1786,Calle 2403,,San Rafael,4,Mendoza,3221,AR
791,1787,Calle 2793,Piso 1 Dto C,La Plata,1,Buenos Aires,8224,AR
792,1788,Calle 8058,Piso 11 Dto C,CABA,1,Buenos Aires,6566,AR
793,1789,Calle 2904,Piso 3 Dto C,Rosario,3,Santa Fe,7449,AR
794,1790,Calle 3230,Piso 11 Dto B,Mar del Plata,1,Buenos Aires,2361,AR
795,1791,Calle 262,Piso 10 Dto C,Villa Carlos Paz,2,Córdoba,3769,AR
796,1792,Calle 8412,,Rosario,3,Santa Fe,9021,AR
797,1793,Calle 3913,Piso 12 Dto B,Mendoza,4,Mendoza,8355,AR
798,1794,Calle 7506,Piso 11 Dto A,La Plata,1,Buenos Aires,1514,AR
799,1795,Calle 175,,Rafaela,3,Santa Fe,5959,AR
800,1796,Calle 6227,Piso 7 Dto A,La Plata,1,Buenos Aires,7146,AR
801,1797,Calle 6956,Piso 7 Dto C,Mar del Plata,1,Buenos Aires,3168,AR
802,1798,Calle 3161,Piso 8 Dto B,Río Cuarto,2,Córdoba,2364,AR
803,1799,Calle 5221,,Mendoza,4,Mendoza,3105,AR
804,1800,Calle 6118,,CABA,1,Buenos Aires,2431,AR
805,1801,Calle 5590,,CABA,1,Buenos Aires,8549,AR
806,1802,Calle 1999,,Rosario,3,Santa Fe,4268,AR
807,1803,Calle 1501,,Mar del Plata,1,Buenos Aires,4444,AR
808,1804,Calle 5250,,Villa Carlos Paz,2,Córdoba,8799,AR
809,1805,Calle 9920,Piso 12 Dto A,Villa Carlos Paz,2,Córdoba,5719,AR
810,1806,Calle 104,,Mar del Plata,1,Buenos Aires,5313,AR
811,1807,Calle 3103,,Rafaela,3,Santa Fe,4083,AR
812,1808,Calle 2662,Piso 7 Dto C,Rosario,3,Santa Fe,7754,AR
813,1809,Calle 6989,,Córdoba,2,Córdoba,9692,AR
814,1810,Calle 4124,,Río Cuarto,2,Córdoba,2009,AR
815,1811,Calle 990,,Mar del Plata,1,Buenos Aires,8306,AR
816,1812,Calle 1446,Piso 6 Dto C,San Rafael,4,Mendoza,2079,AR
817,1813,Calle 7386,Piso 6 Dto C,Villa Carlos Paz,2,Córdoba,7069,AR
818,1814,Calle 5136,,La Plata,1,Buenos Aires,4737,AR
819,1815,Calle 6714,Piso 8 Dto B,La Plata,1,Buenos Aires,7606,AR
820,1816,Calle 7409,Piso 3 Dto A,Santa Fe,3,Santa Fe,7874,AR
821,1817,Calle 6250,Piso 11 Dto A,Santa Fe,3,Santa Fe,6991,AR
822,1818,Calle 2831,,Mar del Plata,1,Buenos Aires,4555,AR
823,1819,Calle 2456,,La Plata,1,Buenos Aires,1355,AR
824,1820,Calle 9001,,La Plata,1,Buenos Aires,8971,AR
825,1821,Calle 7985,Piso 11 Dto A,CABA,1,Buenos Aires,2736,AR
826,1822,Calle 7811,,San Rafael,4,Mendoza,4852,AR
827,1823,Calle 6822,Piso 8 Dto A,Mendoza,4,Mendoza,3598,AR
828,1824,Calle 7029,,Río Cuarto,2,Córdoba,9677,AR
829,1825,Calle 2100,Piso 6 Dto C,La Plata,1,Buenos Aires,2034,AR
830,1826,Calle 4033,,La Plata,1,Buenos Aires,6120,AR
831,1827,Calle 5583,,Rafaela,3,Santa Fe,3082,AR
832,1828,Calle 3751,,Rafaela,3,Santa Fe,5081,AR
833,1829,Calle 5136,Piso 9 Dto A,Córdoba,2,Córdoba,3430,AR
834,1830,Calle 7581,Piso 10 Dto C,La Plata,1,Buenos Aires,2096,AR
835,1831,Calle 4526,Piso 12 Dto A,CABA,1,Buenos Aires,1967,AR
836,1832,Calle 51,Piso 6 Dto B,Mar del Plata,1,Buenos Aires,3394,AR
837,1833,Calle 5148,,Godoy Cruz,4,Mendoza,4083,AR
838,1834,Calle 3194,Piso 9 Dto C,CABA,1,Buenos Aires,5066,AR
839,1835,Calle 4886,,CABA,1,Buenos Aires,5851,AR
840,1836,Calle 6905,Piso 2 Dto B,Mar del Plata,1,Buenos Aires,3418,AR
841,1837,Calle 2572,Piso 10 Dto B,Río Cuarto,2,Córdoba,2765,AR
842,1838,Calle 9938,,CABA,1,Buenos Aires,3105,AR
843,1839,Calle 859,Piso 6 Dto C,Mendoza,4,Mendoza,7042,AR
844,1840,Calle 6145,Piso 9 Dto A,Mar del Plata,1,Buenos Aires,6306,AR
845,1841,Calle 566,Piso 11 Dto B,Mar del Plata,1,Buenos Aires,1645,AR
846,1842,Calle 2161,,Mar del Plata,1,Buenos Aires,3292,AR
847,1843,Calle 3851,Piso 2 Dto B,CABA,1,Buenos Aires,6540,AR
848,1844,Calle 8069,,CABA,1,Buenos Aires,9596,AR
849,1845,Calle 2540,,Villa Carlos Paz,2,Córdoba,8348,AR
850,1846,Calle 3726,,La Plata,1,Buenos Aires,1859,AR
851,1847,Calle 3589,,CABA,1,Buenos Aires,9201,AR
852,1848,Calle 6485,Piso 1 Dto C,Mar del Plata,1,Buenos Aires,9064,AR
853,1849,Calle 6799,,Río Cuarto,2,Córdoba,4278,AR
854,1850,Calle 8053,,Mar del Plata,1,Buenos Aires,7031,AR
855,1851,Calle 6508,,Rosario,3,Santa Fe,5610,AR
856,1852,Calle 6364,Piso 3 Dto A,Río Cuarto,2,Córdoba,6480,AR
857,1853,Calle 6433,Piso 2 Dto C,La Plata,1,Buenos Aires,8399,AR
858,1854,Calle 8386,,Mar del Plata,1,Buenos Aires,2846,AR
859,1855,Calle 3369,Piso 4 Dto C,CABA,1,Buenos Aires,4511,AR
860,1856,Calle 3766,,CABA,1,Buenos Aires,9373,AR
861,1857,Calle 2965,Piso 6 Dto A,CABA,1,Buenos Aires,7366,AR
862,1858,Calle 9861,Piso 3 Dto B,La Plata,1,Buenos Aires,5675,AR
863,1859,Calle 5,,CABA,1,Buenos Aires,1183,AR
864,1860,Calle 7292,,Godoy Cruz,4,Mendoza,2593,AR
865,1861,Calle 3126,Piso 7 Dto C,Mar del Plata,1,Buenos Aires,2246,AR
866,1862,Calle 4874,Piso 1 Dto A,CABA,1,Buenos Aires,3323,AR
867,1863,Calle 1972,,CABA,1,Buenos Aires,8807,AR
868,1864,Calle 3848,Piso 8 Dto C,CABA,1,Buenos Aires,5424,AR
869,1865,Calle 1037,,Villa Carlos Paz,2,Córdoba,4530,AR
870,1866,Calle 490,Piso 1 Dto B,La Plata,1,Buenos Aires,8630,AR
871,1867,Calle 9450,,CABA,1,Buenos Aires,5601,AR
872,1868,Calle 4380,Piso 1 Dto C,Córdoba,2,Córdoba,4081,AR
873,1869,Calle 723,Piso 10 Dto B,Córdoba,2,Córdoba,4793,AR
874,1870,Calle 9799,Piso 6 Dto B,CABA,1,Buenos Aires,9922,AR
875,1871,Calle 9028,Piso 9 Dto A,La Plata,1,Buenos Aires,6681,AR
876,1872,Calle 6097,Piso 8 Dto B,La Plata,1,Buenos Aires,3418,AR
877,1873,Calle 5904,Piso 7 Dto A,Villa Carlos Paz,2,Córdoba,3255,AR
878,1874,Calle 7645,,San Rafael,4,Mendoza,1700,AR
879,1875,Calle 2377,,Mar del Plata,1,Buenos Aires,3285,AR
880,1876,Calle 1340,,Santa Fe,3,Santa Fe,9512,AR
881,1877,Calle 9019,,Villa Carlos Paz,2,Córdoba,6486,AR
882,1878,Calle 6117,Piso 9 Dto B,Mar del Plata,1,Buenos Aires,4589,AR
883,1879,Calle 1744,Piso 4 Dto C,Río Cuarto,2,Córdoba,3551,AR
884,1880,Calle 1767,,Río Cuarto,2,Córdoba,6022,AR
885,1881,Calle 3429,,Santa Fe,3,Santa Fe,4129,AR
886,1882,Calle 1984,,La Plata,1,Buenos Aires,2098,AR
887,1883,Calle 6913,Piso 6 Dto C,CABA,1,Buenos Aires,1173,AR
888,1884,Calle 3416,Piso 5 Dto B,La Plata,1,Buenos Aires,1686,AR
889,1885,Calle 5237,Piso 6 Dto A,Godoy Cruz,4,Mendoza,8759,AR
890,1886,Calle 6926,Piso 12 Dto C,Rosario,3,Santa Fe,9033,AR
891,1887,Calle 1423,,La Plata,1,Buenos Aires,2359,AR
892,1888,Calle 1541,Piso 8 Dto B,Río Cuarto,2,Córdoba,4954,AR
893,1889,Calle 9055,,La Plata,1,Buenos Aires,7727,AR
894,1890,Calle 9723,Piso 11 Dto A,CABA,1,Buenos Aires,2132,AR
895,1891,Calle 9258,,La Plata,1,Buenos Aires,5148,AR
896,1892,Calle 2850,,Villa Carlos Paz,2,Córdoba,1652,AR
897,1893,Calle 1797,,Villa Carlos Paz,2,Córdoba,4262,AR
898,1894,Calle 6346,,CABA,1,Buenos Aires,7172,AR
899,1895,Calle 5572,Piso 11 Dto C,CABA,1,Buenos Aires,4747,AR
900,1896,Calle 1664,,Rosario,3,Santa Fe,1387,AR
901,1897,Calle 7045,Piso 1 Dto C,Mar del Plata,1,Buenos Aires,9904,AR
902,1898,Calle 4570,Piso 7 Dto C,CABA,1,Buenos Aires,2096,AR
903,1899,Calle 5860,,Mar del Plata,1,Buenos Aires,3253,AR
904,1900,Calle 9346,,CABA,1,Buenos Aires,8308,AR
905,1901,Calle 7830,,La Plata,1,Buenos Aires,7770,AR
906,1902,Calle 3317,,Córdoba,2,Córdoba,7401,AR
907,1903,Calle 200,Piso 2 Dto C,Mar del Plata,1,Buenos Aires,9692,AR
908,1904,Calle 5236,,CABA,1,Buenos Aires,4091,AR
909,1905,Calle 1623,,CABA,1,Buenos Aires,3393,AR
910,1906,Calle 1115,,Rosario,3,Santa Fe,3698,AR
911,1907,Calle 5927,Piso 4 Dto B,Villa Carlos Paz,2,Córdoba,1977,AR
912,1908,Calle 6466,Piso 1 Dto A,La Plata,1,Buenos Aires,7402,AR
913,1909,Calle 2087,Piso 8 Dto C,Córdoba,2,Córdoba,3576,AR
914,1910,Calle 8146,,Villa Carlos Paz,2,Córdoba,7837,AR
915,1911,Calle 2385,Piso 11 Dto A,Río Cuarto,2,Córdoba,5544,AR
916,1912,Calle 5595,Piso 5 Dto C,Mar del Plata,1,Buenos Aires,6048,AR
917,1913,Calle 9660,,La Plata,1,Buenos Aires,8689,AR
918,1914,Calle 5611,,La Plata,1,Buenos Aires,5122,AR
919,1915,Calle 9740,Piso 9 Dto A,Godoy Cruz,4,Mendoza,6311,AR
920,1916,Calle 5020,Piso 4 Dto B,Villa Carlos Paz,2,Córdoba,5563,AR
921,1917,Calle 3086,Piso 10 Dto A,Río Cuarto,2,Córdoba,4112,AR
922,1918,Calle 5262,,Río Cuarto,2,Córdoba,2920,AR
923,1919,Calle 9800,,Córdoba,2,Córdoba,9142,AR
924,1920,Calle 4436,Piso 10 Dto B,La Plata,1,Buenos Aires,3397,AR
925,1921,Calle 2039,Piso 7 Dto C,Villa Carlos Paz,2,Córdoba,1053,AR
926,1922,Calle 8111,Piso 8 Dto C,La Plata,1,Buenos Aires,9374,AR
927,1923,Calle 7008,,CABA,1,Buenos Aires,8804,AR
928,1924,Calle 2290,Piso 3 Dto A,CABA,1,Buenos Aires,1892,AR
929,1925,Calle 1761,Piso 9 Dto C,Santa Fe,3,Santa Fe,3087,AR
930,1926,Calle 6935,,San Rafael,4,Mendoza,1161,AR
931,1927,Calle 4542,,Mar del Plata,1,Buenos Aires,4776,AR
932,1928,Calle 4371,,Río Cuarto,2,Córdoba,3485,AR
933,1929,Calle 3603,,Villa Carlos Paz,2,Córdoba,9875,AR
934,1930,Calle 9360,Piso 12 Dto C,Mendoza,4,Mendoza,8966,AR
935,1931,Calle 3621,,La Plata,1,Buenos Aires,3843,AR
936,1932,Calle 3913,Piso 11 Dto B,CABA,1,Buenos Aires,7335,AR
937,1933,Calle 1344,Piso 7 Dto C,CABA,1,Buenos Aires,8250,AR
938,1934,Calle 6229,Piso 1 Dto C,Villa Carlos Paz,2,Córdoba,4360,AR
939,1935,Calle 5609,Piso 6 Dto A,Mar del Plata,1,Buenos Aires,9315,AR
940,1936,Calle 3367,,Rafaela,3,Santa Fe,7187,AR
941,1937,Calle 3571,Piso 6 Dto B,Rosario,3,Santa Fe,5491,AR
942,1938,Calle 6217,,Córdoba,2,Córdoba,4998,AR
943,1939,Calle 6372,Piso 10 Dto B,CABA,1,Buenos Aires,7241,AR
944,1940,Calle 7297,Piso 7 Dto A,Mar del Plata,1,Buenos Aires,5176,AR
945,1941,Calle 4258,,La Plata,1,Buenos Aires,4590,AR
946,1942,Calle 595,,Córdoba,2,Córdoba,4745,AR
947,1943,Calle 1514,,Córdoba,2,Córdoba,5102,AR
948,1944,Calle 7424,,La Plata,1,Buenos Aires,8141,AR
949,1945,Calle 3754,,Rosario,3,Santa Fe,9528,AR
950,1946,Calle 855,,CABA,1,Buenos Aires,5722,AR
951,1947,Calle 2752,,La Plata,1,Buenos Aires,2262,AR
952,1948,Calle 2929,Piso 9 Dto A,Santa Fe,3,Santa Fe,7044,AR
953,1949,Calle 4025,,CABA,1,Buenos Aires,5461,AR
954,1950,Calle 8266,,Rafaela,3,Santa Fe,3736,AR
955,1951,Calle 3964,Piso 10 Dto B,CABA,1,Buenos Aires,8576,AR
956,1952,Calle 1801,,Mar del Plata,1,Buenos Aires,1692,AR
957,1953,Calle 10,Piso 5 Dto B,Mendoza,4,Mendoza,7471,AR
958,1954,Calle 8603,Piso 8 Dto C,La Plata,1,Buenos Aires,7638,AR
959,1955,Calle 2735,,La Plata,1,Buenos Aires,1596,AR
960,1956,Calle 4890,Piso 2 Dto C,La Plata,1,Buenos Aires,7268,AR
961,1957,Calle 5154,,CABA,1,Buenos Aires,4531,AR
962,1958,Calle 7372,,Rosario,3,Santa Fe,5947,AR
963,1959,Calle 3721,Piso 8 Dto B,CABA,1,Buenos Aires,7541,AR
964,1960,Calle 3354,Piso 8 Dto A,Villa Carlos Paz,2,Córdoba,1841,AR
965,1961,Calle 1660,,San Rafael,4,Mendoza,6743,AR
966,1962,Calle 7101,Piso 2 Dto C,San Rafael,4,Mendoza,6812,AR
967,1963,Calle 7856,Piso 2 Dto B,Córdoba,2,Córdoba,4169,AR
968,1964,Calle 182,Piso 2 Dto A,Mendoza,4,Mendoza,1981,AR
969,1965,Calle 8538,Piso 6 Dto A,Mar del Plata,1,Buenos Aires,7609,AR
970,1966,Calle 5685,Piso 10 Dto B,Santa Fe,3,Santa Fe,7028,AR
971,1967,Calle 2021,Piso 8 Dto B,Rafaela,3,Santa Fe,9420,AR
972,1968,Calle 9280,,Río Cuarto,2,Córdoba,7191,AR
973,1969,Calle 4377,,Villa Carlos Paz,2,Córdoba,2526,AR
974,1970,Calle 687,,CABA,1,Buenos Aires,3178,AR
975,1971,Calle 6842,Piso 3 Dto B,CABA,1,Buenos Aires,4450,AR
976,1972,Calle 614,Piso 5 Dto C,Mendoza,4,Mendoza,2082,AR
977,1973,Calle 8086,Piso 2 Dto A,CABA,1,Buenos Aires,6615,AR
978,1974,Calle 9455,Piso 9 Dto C,Santa Fe,3,Santa Fe,6349,AR
979,1975,Calle 9663,Piso 9 Dto C,Mar del Plata,1,Buenos Aires,5018,AR
980,1976,Calle 7920,Piso 5 Dto B,Santa Fe,3,Santa Fe,9173,AR
981,1977,Calle 4921,,Mar del Plata,1,Buenos Aires,4663,AR
982,1978,Calle 7608,Piso 3 Dto A,Rosario,3,Santa Fe,7760,AR
983,1979,Calle 4901,,La Plata,1,Buenos Aires,8883,AR
984,1980,Calle 7138,,Rosario,3,Santa Fe,7786,AR
985,1981,Calle 6069,,Godoy Cruz,4,Mendoza,8971,AR
986,1982,Calle 9641,Piso 4 Dto B,Godoy Cruz,4,Mendoza,4852,AR
987,1983,Calle 5507,Piso 3 Dto C,CABA,1,Buenos Aires,7174,AR
988,1984,Calle 140,Piso 3 Dto C,CABA,1,Buenos Aires,9071,AR
989,1985,Calle 2489,Piso 1 Dto A,San Rafael,4,Mendoza,3909,AR
990,1986,Calle 5854,,La Plata,1,Buenos Aires,1662,AR
991,1987,Calle 1638,,Santa Fe,3,Santa Fe,1647,AR
992,1988,Calle 2785,,Rosario,3,Santa Fe,5379,AR
993,1989,Calle 1175,,Río Cuarto,2,Córdoba,2064,AR
994,1990,Calle 2579,,Villa Carlos Paz,2,Córdoba,9133,AR
995,1991,Calle 6446,,Córdoba,2,Córdoba,8744,AR
996,1992,Calle 5021,Piso 5 Dto C,Mar del Plata,1,Buenos Aires,7848,AR
997,1993,Calle 5352,Piso 4 Dto A,Santa Fe,3,Santa Fe,3436,AR
998,1994,Calle 9629,,CABA,1,Buenos Aires,8355,AR
999,1995,Calle 4629,Piso 6 Dto C,CABA,1,Buenos Aires,4919,AR
1000,1996,Calle 9046,Piso 12 Dto C,CABA,1,Buenos Aires,4436,AR
1001,1997,Calle 2565,Piso 7 Dto A,Villa Carlos Paz,2,Córdoba,2082,AR
1002,1998,Calle 6383,Piso 3 Dto B,La Plata,1,Buenos Aires,7512,AR
1003,1999,Calle 6920,,La Plata,1,Buenos Aires,1121,AR
1004,2000,Calle 1528,,Godoy Cruz,4,Mendoza,1688,AR
1005,2001,Calle 8116,,Mar del Plata,1,Buenos Aires,7846,AR
1006,2002,Calle 5911,Piso 12 Dto B,Rafaela,3,Santa Fe,6524,AR
1007,2003,Calle 3305,Piso 4 Dto A,Mar del Plata,1,Buenos Aires,9273,AR
1008,2004,Calle 9675,,Mar del Plata,1,Buenos Aires,8126,AR
1009,2005,Calle 9683,Piso 9 Dto B,Mar del Plata,1,Buenos Aires,1729,AR
1010,2006,Calle 9656,Piso 11 Dto A,La Plata,1,Buenos Aires,7836,AR
1011,2007,Calle 9370,,San Rafael,4,Mendoza,8360,AR
1012,2008,Calle 635,Piso 4 Dto C,Mar del Plata,1,Buenos Aires,7468,AR
1013,2009,Calle 665,,CABA,1,Buenos Aires,7504,AR
1014,2010,Calle 4484,Piso 9 Dto C,CABA,1,Buenos Aires,1267,AR
1015,2011,Calle 5017,,Rafaela,3,Santa Fe,9136,AR
1016,2012,Calle 4712,Piso 2 Dto A,Mar del Plata,1,Buenos Aires,6383,AR
1017,2013,Calle 233,,CABA,1,Buenos Aires,6386,AR
1018,2014,Calle 1630,Piso 3 Dto C,Mendoza,4,Mendoza,3769,AR
1019,2015,Calle 2652,,Villa Carlos Paz,2,Córdoba,6921,AR
1020,2016,Calle 5071,,Santa Fe,3,Santa Fe,2248,AR
1021,2017,Calle 3925,,Rosario,3,Santa Fe,2857,AR
1022,2018,Calle 8759,,Mar del Plata,1,Buenos Aires,8884,AR
1023,2019,Calle 1508,Piso 6 Dto A,Santa Fe,3,Santa Fe,4101,AR
1024,2020,Calle 299,,San Rafael,4,Mendoza,3658,AR
1025,2021,Calle 8763,Piso 4 Dto B,Mar del Plata,1,Buenos Aires,1488,AR
1026,2022,Calle 1697,,Santa Fe,3,Santa Fe,3744,AR
1027,2023,Calle 9607,,Villa Carlos Paz,2,Córdoba,4715,AR
1028,2024,Calle 6346,Piso 6 Dto C,Villa Carlos Paz,2,Córdoba,4262,AR
1029,2025,Calle 61,,CABA,1,Buenos Aires,7103,AR
1030,2026,Calle 5164,,CABA,1,Buenos Aires,2572,AR
1031,2027,Calle 9714,Piso 3 Dto B,Córdoba,2,Córdoba,6582,AR
1032,2028,Calle 5195,Piso 4 Dto B,Córdoba,2,Córdoba,5807,AR
1033,2029,Calle 4919,Piso 11 Dto A,Rosario,3,Santa Fe,7219,AR
1034,2030,Calle 1219,,La Plata,1,Buenos Aires,9163,AR
1035,2031,Calle 373,Piso 1 Dto B,Villa Carlos Paz,2,Córdoba,4027,AR
1036,2032,Calle 9879,Piso 10 Dto A,Rafaela,3,Santa Fe,2857,AR
1037,2033,Calle 5216,,Godoy Cruz,4,Mendoza,2291,AR
1038,2034,Calle 9015,Piso 9 Dto A,La Plata,1,Buenos Aires,5874,AR
1039,2035,Calle 5111,Piso 7 Dto A,Rosario,3,Santa Fe,5408,AR
1040,2036,Calle 9639,Piso 1 Dto A,CABA,1,Buenos Aires,1696,AR
1041,2037,Calle 8880,,Santa Fe,3,Santa Fe,5056,AR
1042,2038,Calle 9323,,CABA,1,Buenos Aires,8705,AR
1043,2039,Calle 2775,,Córdoba,2,Córdoba,7683,AR
1044,2040,Calle 9449,Piso 12 Dto A,Villa Carlos Paz,2,Córdoba,9971,AR
1045,2041,Calle 6365,Piso 4 Dto C,CABA,1,Buenos Aires,6640,AR
1046,2042,Calle 6743,Piso 10 Dto B,Mar del Plata,1,Buenos Aires,5080,AR
1047,2043,Calle 9917,,Villa Carlos Paz,2,Córdoba,7644,AR
1048,2044,Calle 2101,,Río Cuarto,2,Córdoba,5076,AR
1049,2045,Calle 4096,,Córdoba,2,Córdoba,7467,AR
1050,2046,Calle 1846,,Godoy Cruz,4,Mendoza,2814,AR
1051,2047,Calle 3381,,La Plata,1,Buenos Aires,3019,AR
1052,2048,Calle 6206,Piso 11 Dto C,La Plata,1,Buenos Aires,8264,AR
1053,2049,Calle 3388,,Rosario,3,Santa Fe,4977,AR
1054,2050,Calle 7168,,La Plata,1,Buenos Aires,8099,AR
1055,2051,Calle 7517,,CABA,1,Buenos Aires,7773,AR
1056,2052,Calle 4644,Piso 5 Dto A,Rosario,3,Santa Fe,1225,AR
1057,2053,Calle 1070,Piso 10 Dto B,Rafaela,3,Santa Fe,5967,AR
1058,2054,Calle 4516,Piso 8 Dto B,Mar del Plata,1,Buenos Aires,3628,AR
1059,2055,Calle 281,Piso 4 Dto C,CABA,1,Buenos Aires,7300,AR
1060,2056,Calle 8351,,San Rafael,4,Mendoza,5385,AR
1061,2057,Calle 1620,Piso 5 Dto C,Mar del Plata,1,Buenos Aires,7614,AR
1062,2058,Calle 3953,,CABA,1,Buenos Aires,9682,AR
1063,2059,Calle 56,Piso 3 Dto A,Río Cuarto,2,Córdoba,7876,AR
1064,2060,Calle 3070,Piso 2 Dto C,CABA,1,Buenos Aires,7960,AR
1065,2061,Calle 9605,Piso 4 Dto C,Villa Carlos Paz,2,Córdoba,6847,AR
1066,2062,Calle 3216,,Mar del Plata,1,Buenos Aires,6507,AR
1067,2063,Calle 8725,,CABA,1,Buenos Aires,8058,AR
1068,2064,Calle 1691,,CABA,1,Buenos Aires,7729,AR
1069,2065,Calle 8766,,La Plata,1,Buenos Aires,9987,AR
1070,2066,Calle 3515,,Córdoba,2,Córdoba,1599,AR
1071,2067,Calle 6704,Piso 2 Dto B,Mar del Plata,1,Buenos Aires,4425,AR
1072,2068,Calle 1947,,CABA,1,Buenos Aires,1723,AR
1073,2069,Calle 2737,,Río Cuarto,2,Córdoba,9020,AR
1074,2070,Calle 1640,,Santa Fe,3,Santa Fe,5549,AR
1075,2071,Calle 5848,,La Plata,1,Buenos Aires,1440,AR
1076,2072,Calle 350,,San Rafael,4,Mendoza,3819,AR
1077,2073,Calle 2940,,CABA,1,Buenos Aires,3172,AR
1078,2074,Calle 7365,,Mar del Plata,1,Buenos Aires,1515,AR
1079,2075,Calle 3346,Piso 6 Dto C,Río Cuarto,2,Córdoba,8074,AR
1080,2076,Calle 7762,,Córdoba,2,Córdoba,7136,AR
1081,2077,Calle 6888,,Mar del Plata,1,Buenos Aires,4469,AR
1082,2078,Calle 7121,,CABA,1,Buenos Aires,5360,AR
1083,2079,Calle 8698,Piso 10 Dto C,Río Cuarto,2,Córdoba,8422,AR
1084,2080,Calle 8731,,Rafaela,3,Santa Fe,8357,AR
1085,2081,Calle 4575,,La Plata,1,Buenos Aires,1328,AR
1086,2082,Calle 8773,,La Plata,1,Buenos Aires,3077,AR
1087,2083,Calle 8742,Piso 2 Dto C,Mar del Plata,1,Buenos Aires,7465,AR
1088,2084,Calle 8832,,CABA,1,Buenos Aires,1831,AR
1089,2085,Calle 1216,,Rafaela,3,Santa Fe,6556,AR
1090,2086,Calle 4279,,La Plata,1,Buenos Aires,3921,AR
1091,2087,Calle 2290,,CABA,1,Buenos Aires,9486,AR
1092,2088,Calle 6917,,Córdoba,2,Córdoba,6273,AR
1093,2089,Calle 5533,,La Plata,1,Buenos Aires,1447,AR
1094,2090,Calle 498,,Rafaela,3,Santa Fe,2328,AR
1095,2091,Calle 1610,Piso 8 Dto C,Villa Carlos Paz,2,Córdoba,1937,AR
1096,2092,Calle 5126,,Villa Carlos Paz,2,Córdoba,9257,AR
1097,2093,Calle 2610,,Santa Fe,3,Santa Fe,9847,AR
1098,2094,Calle 1256,Piso 3 Dto A,Mar del Plata,1,Buenos Aires,9215,AR
1099,2095,Calle 662,Piso 9 Dto B,La Plata,1,Buenos Aires,1430,AR
1100,2096,Calle 4281,Piso 4 Dto B,Córdoba,2,Córdoba,6594,AR
1101,2097,Calle 4507,Piso 9 Dto A,Mar del Plata,1,Buenos Aires,7188,AR
1102,2098,Calle 2446,,La Plata,1,Buenos Aires,6269,AR
1103,2099,Calle 5082,Piso 3 Dto C,Villa Carlos Paz,2,Córdoba,1686,AR
1104,2100,Calle 7697,,Río Cuarto,2,Córdoba,4938,AR
1105,2101,Calle 9147,Piso 8 Dto C,Río Cuarto,2,Córdoba,1278,AR
1106,2102,Calle 995,,CABA,1,Buenos Aires,7417,AR
1107,2103,Calle 9107,,Rosario,3,Santa Fe,5286,AR
1108,2104,Calle 2908,Piso 9 Dto B,San Rafael,4,Mendoza,5079,AR
1109,2105,Calle 3076,,Mar del Plata,1,Buenos Aires,7548,AR
1110,2106,Calle 1074,Piso 3 Dto C,Mar del Plata,1,Buenos Aires,5835,AR
1111,2107,Calle 5039,,Mar del Plata,1,Buenos Aires,1339,AR
1112,2108,Calle 2139,Piso 6 Dto C,Rafaela,3,Santa Fe,4504,AR
1113,2109,Calle 1347,Piso 8 Dto A,La Plata,1,Buenos Aires,5777,AR
1114,2110,Calle 4762,Piso 1 Dto A,La Plata,1,Buenos Aires,4753,AR
1115,2111,Calle 3064,,Mar del Plata,1,Buenos Aires,2386,AR
1116,2112,Calle 4585,,La Plata,1,Buenos Aires,4700,AR
1117,2113,Calle 8208,Piso 9 Dto A,Mar del Plata,1,Buenos Aires,6432,AR
1118,2114,Calle 1009,Piso 11 Dto C,Mar del Plata,1,Buenos Aires,1615,AR
1119,2115,Calle 4774,,Córdoba,2,Córdoba,4423,AR
1120,2116,Calle 4223,,Mar del Plata,1,Buenos Aires,7467,AR
1121,2117,Calle 1476,Piso 2 Dto C,Rosario,3,Santa Fe,9621,AR
1122,2118,Calle 8920,,Córdoba,2,Córdoba,4950,AR
1123,2119,Calle 8071,Piso 4 Dto A,Córdoba,2,Córdoba,6292,AR
1124,2120,Calle 570,,La Plata,1,Buenos Aires,9272,AR
1125,2121,Calle 6379,Piso 2 Dto B,Santa Fe,3,Santa Fe,9592,AR
1126,2122,Calle 3420,,CABA,1,Buenos Aires,6481,AR
1127,2123,Calle 9785,,CABA,1,Buenos Aires,7181,AR
1128,2124,Calle 8149,Piso 5 Dto C,Mar del Plata,1,Buenos Aires,2961,AR
1129,2125,Calle 3502,Piso 7 Dto B,San Rafael,4,Mendoza,3194,AR
1130,2126,Calle 1162,Piso 2 Dto C,Mar del Plata,1,Buenos Aires,2783,AR
1131,2127,Calle 6505,Piso 9 Dto B,CABA,1,Buenos Aires,1432,AR
1132,2128,Calle 3191,,Santa Fe,3,Santa Fe,4532,AR
1133,2129,Calle 7394,Piso 5 Dto B,CABA,1,Buenos Aires,7852,AR
1134,2130,Calle 4817,Piso 3 Dto C,CABA,1,Buenos Aires,1702,AR
1135,2131,Calle 3894,Piso 8 Dto B,Villa Carlos Paz,2,Córdoba,8133,AR
1136,2132,Calle 1909,Piso 12 Dto A,CABA,1,Buenos Aires,1294,AR
1137,2133,Calle 8524,Piso 4 Dto B,Mendoza,4,Mendoza,7518,AR
