payment_key,customer_key,channel_key,store_key,amount,method,status,paid_at,transaction_ref
2298,1297,2,2,41382.0,CARD,PAID,2024-12-24 23:25:42,TX-TOEU6KECO2A4
2299,716,1,,29359.2,GATEWAY,PAID,2024-05-21 17:30:57,TX-1I6XMH1TP9WN
2300,1009,1,,36483.6,GATEWAY,FAILED,,
2301,860,1,,61095.0,CARD,FAILED,,
2302,118,1,,16418.25,CARD,PAID,2024-06-21 12:27:13,TX-RX8TF164G1U8
2303,891,1,,39204.0,CARD,PAID,2024-08-11 00:46:41,TX-QUV19IT4MTMA
2304,1091,2,2,92347.2,TRANSFER,PENDING,,
2305,1373,1,,33870.0,CARD,PAID,2025-03-25 09:36:20,TX-0LGFDW6GUDAG
2306,557,2,4,35211.0,CASH,PAID,2025-02-08 22:50:59,TX-C3VWHBXHIMKO
2307,757,1,,49905.0,CARD,PAID,2024-11-23 12:07:44,TX-BFT5HL9PLMWE
2308,1015,1,,43671.0,CARD,REFUNDED,2024-01-20 23:25:32,TX-F5K2ERTBKP6X
2309,635,1,,61312.8,CARD,FAILED,,
2310,498,1,,19168.5,CARD,PAID,2025-03-02 03:06:17,TX-1QCKQ487QGGZ
2311,886,2,4,29040.0,CARD,PAID,2024-08-14 02:37:12,TX-GI8E0QEE0GVC
2312,1127,2,4,74215.35,CARD,PAID,2025-05-02 21:07:52,TX-R18DPJMJPG8X
2313,1220,1,,16020.0,CARD,PAID,2024-04-17 00:09:58,TX-3S3HDZ9HQKY9
2314,16,1,,71168.25,GATEWAY,PAID,2024-11-16 15:46:59,TX-EUULO17CKNM7
2315,350,1,,18687.0,GATEWAY,PAID,2024-03-20 06:23:50,TX-CNOGJE2EN9WV
2316,37,1,,27036.0,CARD,PAID,2024-04-23 21:40:12,TX-IL5GY2GNJXD6
2317,1445,1,,16441.08,CARD,FAILED,,
2318,18,1,,16446.0,GATEWAY,PAID,2024-01-18 16:46:14,TX-E3WJ1Z3LDBMY
2319,975,1,,17787.0,CARD,REFUNDED,2024-04-08 23:02:50,TX-D8K0YLL5M5MC
2320,304,2,3,17787.0,CASH,PAID,2025-02-13 11:14:24,TX-ZEVUW8PMY9PH
2321,1199,1,,39204.0,CARD,PAID,2025-01-10 14:46:24,TX-P8I7JTR29TEI
2322,437,2,2,13794.0,TRANSFER,PAID,2024-04-25 05:42:55,TX-2IR5V2O0VF6R
2323,424,1,,46638.0,GATEWAY,PAID,2024-06-22 00:28:58,TX-NG55P3DJWXFA
2324,1364,1,,37800.0,CARD,PAID,2024-09-04 02:05:11,TX-KSDQ0Q15EJEA
2325,979,1,,13968.0,CARD,PAID,2025-03-27 18:43:59,TX-2LW8D6QODYZ8
2326,110,1,,70694.25,GATEWAY,PAID,2025-07-02 13:26:15,TX-4KCH3Z221B1R
2327,751,1,,75619.92,CARD,PAID,2024-11-16 07:18:33,TX-WZJ001TL6M5D
2328,1427,1,,40104.0,CARD,PAID,2024-07-01 02:54:03,TX-M3TZX2UGHIQJ
2329,252,1,,32236.5,CARD,PAID,2025-03-17 01:56:28,TX-M7Q2B7I5YBOJ
2330,846,2,2,28749.6,CARD,FAILED,,
2331,1183,1,,17152.56,CARD,PAID,2025-03-08 01:19:38,TX-2EB5FA7KC6Z1
2332,874,1,,73536.3,CARD,PAID,2025-06-26 18:27:48,TX-VGKPIQ0OVU9R
2333,469,1,,29940.0,CARD,PAID,2025-08-03 19:33:42,TX-XP2W8KD19RBP
2334,637,1,,37800.0,CARD,PAID,2025-05-11 08:09:02,TX-3TVZ29SC848B
2335,1068,2,3,80186.7,TRANSFER,PAID,2025-06-10 08:21:48,TX-SZJ2BS7KGT7G
2336,1230,2,3,16008.3,CASH,PAID,2025-08-10 06:30:34,TX-C3HB9YTA87VV
2337,249,1,,63155.55,CARD,PAID,2025-03-31 03:46:52,TX-P0379O25WIET
2338,390,1,,18442.5,CARD,PAID,2024-12-03 10:42:27,TX-5DE2HE58GX7E
2339,162,2,2,35574.0,TRANSFER,PAID,2024-02-12 07:08:40,TX-9KAYDWKHOSMC
2340,493,2,1,32670.0,CASH,PAID,2025-03-13 21:18:46,TX-Y5OJSQXWO1EZ
2341,1231,1,,31246.8,GATEWAY,PAID,2024-10-10 20:43:53,TX-9E8IEUNHZJ7J
2342,382,1,,27336.0,CARD,PENDING,,
2343,887,1,,28488.0,CARD,PAID,2025-03-17 04:48:22,TX-E9RPOGCBPSSH
2344,949,1,,93765.0,CARD,PAID,2025-01-03 18:53:17,TX-TZDJT4FDUADI
2345,78,1,,83020.2,GATEWAY,PAID,2024-10-16 01:44:21,TX-U0TMPB7P94TY
2346,747,1,,14994.0,GATEWAY,PAID,2024-09-15 06:36:01,TX-XFDFJSLSPGF1
2347,138,1,,31246.8,CARD,PAID,2024-05-30 23:28:52,TX-OX5PJTIU0HDP
2348,1058,1,,54261.0,GATEWAY,PAID,2025-08-27 08:42:24,TX-PWUWO13JC9FQ
2349,189,2,2,43124.4,CASH,PAID,2025-06-16 01:06:46,TX-OSGPRSRUEYT8
2350,507,1,,55313.7,GATEWAY,FAILED,,
2351,1374,2,4,13068.0,CARD,PAID,2024-05-13 01:13:10,TX-ER4ZQ1D207TE
2352,85,1,,47238.0,GATEWAY,PAID,2024-12-31 17:59:57,TX-4A3MLWU1LRZH
2353,239,1,,27036.0,CARD,PAID,2024-08-07 15:08:34,TX-PQG7XRU3JLHJ
2354,17,1,,32205.12,CARD,PAID,2024-07-02 20:37:55,TX-BLSDMTUP8J5K
2355,351,1,,40970.28,CARD,PAID,2024-03-30 10:14:35,TX-FEPFCLPZUY2H
2356,1421,1,,35385.0,GATEWAY,PAID,2024-06-09 06:29:54,TX-L1D5VF3NNDC3
2357,719,2,2,28459.2,TRANSFER,PAID,2024-05-30 15:16:06,TX-Q4HRLJPYVJMX
2358,58,1,,29940.0,CARD,FAILED,,
2359,245,1,,45723.24,CARD,PAID,2024-09-15 19:36:02,TX-L4P4A3DNQGS5
2360,1320,2,2,48279.0,CARD,PAID,2025-08-20 01:56:39,TX-3X1KMX5ZL9WW
2361,947,2,1,39930.0,TRANSFER,PAID,2024-12-03 02:56:36,TX-THJHYKG38S30
2362,29,1,,43888.8,CARD,PAID,2024-10-05 15:55:03,TX-PRNJCZOEFZ6G
2363,375,1,,18987.0,GATEWAY,PAID,2024-07-18 21:43:12,TX-EDGS6FAXC6Y5
2364,314,1,,17235.0,CARD,PAID,2024-02-13 03:29:08,TX-R8NNZBIOTYWX
2365,974,1,,32672.1,GATEWAY,PAID,2025-04-24 07:51:14,TX-REXSC05J6I7Q
2366,345,1,,55150.35,GATEWAY,REFUNDED,2024-09-05 20:33:19,TX-X87N6C0KWVA6
2367,1331,1,,15720.0,GATEWAY,PAID,2025-04-07 08:15:16,TX-SIM4DZ0ECOJB
2368,1008,2,1,17787.0,CARD,PAID,2024-08-24 15:05:08,TX-FI7MCU7WHZFQ
2369,588,2,4,14520.0,CASH,PAID,2025-07-24 13:09:05,TX-UXDLTH6S5VTB
2370,274,1,,35685.0,CARD,PAID,2025-03-21 05:31:25,TX-3G9O4WM8VRB2
2371,1488,2,2,17242.5,CARD,PAID,2024-08-24 13:19:33,TX-YY3SYAJ8S9HK
2372,1089,1,,46720.2,GATEWAY,PAID,2024-07-20 15:04:42,TX-EG6JSD02S1J6
2373,1472,1,,26813.28,CARD,PAID,2024-07-16 07:48:49,TX-C755UGM2BLIB
2374,1294,1,,52927.5,CARD,PAID,2025-01-31 15:17:52,TX-JEE0N3WQCNB6
2375,10,2,2,41527.2,CARD,PAID,2025-03-27 15:22:26,TX-PPJ32HRBFMRA
2376,905,1,,33870.0,CARD,FAILED,,
2377,392,1,,71863.92,CARD,PAID,2024-11-28 01:32:03,TX-SX9LJK10JMFX
2378,872,1,,29477.7,GATEWAY,PAID,2024-10-20 22:53:22,TX-0ZH4890QKK1X
2379,825,1,,41817.6,CARD,PAID,2024-04-23 22:43:06,TX-19U7TJQ2JUPQ
2380,625,2,3,51727.5,CARD,PAID,2024-05-13 18:01:56,TX-FU3663XRO8YU
2381,1389,1,,40704.0,GATEWAY,PAID,2024-02-27 16:40:57,TX-FMKXBCBNGIAC
2382,5,1,,27036.0,CARD,PAID,2024-05-20 01:04:39,TX-90KEXFU4J3EB
2383,74,2,1,15652.56,CARD,PAID,2024-06-02 11:00:59,TX-5OWQ9112DFIM
2384,805,1,,108900.0,GATEWAY,PAID,2025-09-12 10:47:45,TX-SLXNLPTQ950F
2385,893,1,,27336.0,CARD,PAID,2024-09-21 01:25:54,TX-XLPA7S76TJIL
2386,347,1,,91476.0,GATEWAY,PAID,2025-04-21 07:31:25,TX-RERELJ62ZFAQ
2387,705,2,4,69696.0,CASH,PAID,2024-04-11 01:31:41,TX-ZCPJ5TABT7VE
2388,1342,1,,78523.92,GATEWAY,PAID,2024-03-16 09:19:26,TX-QOUHPDQ4FWDM
2389,97,1,,52927.5,GATEWAY,PAID,2025-06-05 04:58:23,TX-VKWBA16ZU2EL
2390,1308,2,1,68970.0,CARD,PAID,2024-05-15 23:51:52,TX-37QT5ECEWVTI
2391,714,2,1,69841.2,CARD,PAID,2024-06-19 04:19:35,TX-B8KKJWWE4P29
2392,1357,1,,43588.8,CARD,PAID,2025-08-12 05:51:41,TX-CANXBK9FK9QF
2393,1092,1,,63273.0,CARD,PAID,2025-09-02 00:31:21,TX-6HACH45BYK5Z
2394,513,2,1,32670.0,TRANSFER,PAID,2025-05-19 10:31:11,TX-GOCQ5S6Q9GAX
2395,263,2,2,12806.64,CARD,PAID,2025-05-08 07:20:31,TX-HXQYUS1SQIGS
2396,437,2,4,43560.0,CARD,PAID,2025-09-18 02:10:01,TX-P466Q6IE8MS0
2397,1216,1,,48816.0,CARD,PAID,2024-01-11 12:49:17,TX-CQ1VC911MSH8
2398,1391,2,3,42688.8,CASH,PAID,2024-06-16 07:11:53,TX-1VDBV2NU2MU3
2399,348,1,,55650.0,GATEWAY,PAID,2024-04-14 09:18:58,TX-R3NEK993WYW9
2400,429,1,,35685.0,CARD,PAID,2024-12-21 18:20:36,TX-W0JM0TPUD4TX
2401,388,2,3,31305.12,CARD,PAID,2025-08-30 06:45:49,TX-85SADOYSYQBB
2402,1062,1,,27113.28,GATEWAY,PAID,2024-08-21 05:02:13,TX-KE7705ZIUCDK
2403,536,1,,40104.0,GATEWAY,PAID,2024-01-11 16:33:03,TX-VCIRQEZL20M3
2404,516,1,,72418.5,CARD,PAID,2024-11-17 13:20:08,TX-4OKYPGGNXI47
2405,1025,2,3,18150.0,CARD,PAID,2025-03-01 04:23:49,TX-BTRUSGBETDM1
2406,1405,2,1,54450.0,CASH,PAID,2024-01-18 13:16:26,TX-58S1KYJ4V7KR
2407,1317,1,,54450.0,CARD,PAID,2025-06-06 02:21:29,TX-2VGKBFI84M2E
2408,1200,2,4,39204.0,CASH,PAID,2024-01-20 09:26:27,TX-QU663O2FFUSS
2409,984,2,4,69696.0,TRANSFER,PAID,2025-03-28 00:00:19,TX-M16LUCMUSX2A
2410,1465,2,4,43124.4,CASH,PAID,2024-02-19 18:28:27,TX-773GQX4G7BO8
2411,831,1,,66017.28,CARD,PAID,2025-09-14 03:20:21,TX-6MUQLEUC5CS9
2412,1206,1,,46638.0,CARD,PAID,2024-12-12 16:25:21,TX-JNGG79EC9KQ6
2413,1431,2,4,107411.7,CARD,PAID,2024-10-04 00:13:42,TX-FTLFDCNPVBEO
2414,1288,1,,34170.0,CARD,PAID,2025-09-09 04:56:43,TX-4DL2ITERG4PW
2415,812,1,,36474.0,GATEWAY,PAID,2024-05-25 14:45:10,TX-VB6P325NH1XK
2416,587,1,,55259.25,GATEWAY,PAID,2025-03-22 22:01:41,TX-DXZSF2HZ4ZOC
2417,709,2,2,13794.0,CARD,PAID,2024-08-26 10:16:34,TX-FJYI2YIR9AZD
2418,544,2,2,15518.25,TRANSFER,PAID,2024-04-26 13:14:15,TX-Q9H6VRTH0VT8
2419,1174,2,3,29403.0,CASH,REFUNDED,2025-05-19 22:06:50,TX-UMACWPKP8I1P
2420,249,1,,43879.2,GATEWAY,PAID,2025-03-10 03:20:28,TX-HON55WPOCIN4
2421,709,1,,25022.4,CARD,PAID,2024-12-21 02:50:55,TX-JDC2TH06X6H8
2422,368,2,4,29403.0,CARD,PAID,2024-12-28 00:16:15,TX-1QCFB4IJQULU
2423,991,1,,40104.0,GATEWAY,REFUNDED,2025-07-27 05:43:06,TX-J3JO9O16872L
2424,217,2,1,37933.5,TRANSFER,PAID,2024-08-30 14:35:53,TX-W20OL3FDF9K8
2425,146,1,,52927.5,GATEWAY,PAID,2025-07-13 18:24:30,TX-N1D83142PUJ0
2426,1376,1,,27762.0,GATEWAY,PAID,2024-03-08 17:14:01,TX-3OLOBMC14ORK
2427,583,1,,79801.92,CARD,PAID,2024-07-02 19:37:44,TX-4C66FHTX85FC
2428,779,1,,68790.6,CARD,PAID,2024-02-16 23:19:01,TX-1HVBOOV8MI19
2429,216,1,,52836.75,CARD,PAID,2025-01-09 00:37:46,TX-SOGSOB6MMBN3
2430,1266,2,4,46554.75,CASH,PAID,2025-07-19 21:50:59,TX-PV85A73SFJVJ
2431,629,1,,43779.9,GATEWAY,PAID,2025-07-05 18:43:43,TX-GULKO4XC1CLO
2432,245,2,4,26136.0,TRANSFER,PAID,2025-01-09 10:19:48,TX-2MX1XQZEE0XP
2433,1256,2,4,13068.0,TRANSFER,PAID,2025-08-29 22:32:58,TX-RGP9FDAUV9LV
2434,1195,1,,43588.8,CARD,PAID,2024-10-09 20:23:15,TX-LKU9EMYH5YRY
2435,191,2,3,16335.0,TRANSFER,PAID,2024-01-29 17:19:58,TX-WPHX22SXDQ69
2436,1477,1,,29649.6,CARD,PAID,2025-08-26 21:47:13,TX-EF4VQ41HERCY
2437,464,2,4,29040.0,CASH,PAID,2024-04-04 16:04:31,TX-TDMEHZHCPP6J
2438,667,2,2,42688.8,CASH,PAID,2024-07-19 21:30:21,TX-5CK4J1GWL2IX
2439,622,1,,29882.16,CARD,PAID,2025-04-27 15:29:18,TX-V5FP7VMRF45E
2440,866,1,,33991.08,CARD,FAILED,,
2441,308,1,,18442.5,CARD,PAID,2024-05-05 11:10:35,TX-ZTOCI5WDJVFY
2442,304,2,1,66792.0,CASH,PAID,2024-06-10 00:07:22,TX-ID7Z0C5TGAXM
2443,1405,1,,45723.24,CARD,PAID,2024-03-24 09:47:34,TX-75EN82IOO8B6
2444,1369,2,3,54450.0,CARD,PAID,2025-01-26 20:04:36,TX-XJO62PJTJRKL
2445,849,1,,32781.0,GATEWAY,FAILED,,
2446,658,1,,15429.6,CARD,PAID,2025-06-25 06:34:52,TX-NVAMQPKIJLEJ
2447,1400,2,4,15246.0,CASH,PAID,2024-05-05 22:09:10,TX-ESCLZ6QNH2KC
2448,345,1,,55350.0,GATEWAY,PAID,2024-04-05 14:41:38,TX-3XGTKCTTALDI
2449,617,1,,42282.0,CARD,PAID,2024-09-20 21:15:51,TX-ZE4H6Q64J0YL
2450,219,2,4,14374.8,CASH,PAID,2024-09-28 00:47:11,TX-T1OHK2RXQ4E3
2451,1253,1,,63127.8,GATEWAY,PAID,2024-10-03 15:42:17,TX-2XAHQIGOPWN1
2452,377,2,4,68244.0,CASH,PAID,2024-01-10 10:11:39,TX-Z56PR8LS614M
2453,577,2,2,54450.0,TRANSFER,PAID,2024-12-03 01:21:58,TX-16ISBB9A3MI8
2454,769,1,,35283.6,GATEWAY,PAID,2025-03-28 09:27:09,TX-1LPO3ZCBGZDV
2455,209,1,,52627.5,CARD,PAID,2025-07-22 03:26:55,TX-JR805GESWT8L
2456,449,1,,108285.0,GATEWAY,PAID,2024-01-03 18:37:18,TX-O8U5797BU1BO
2457,859,2,1,12806.64,CASH,PAID,2024-06-18 05:32:19,TX-NXAXDKYSF7FA
2458,960,1,,91161.0,CARD,PAID,2025-04-30 06:57:18,TX-BLGB2ZGUOVTQ
2459,1120,1,,17835.0,GATEWAY,FAILED,,
2460,993,1,,29659.2,CARD,PAID,2025-04-03 11:31:12,TX-9KD79YTJ9XVG
2461,375,2,3,43560.0,CASH,PAID,2024-07-29 20:40:28,TX-3MW8BEAV0G9B
2462,421,2,2,17787.0,CARD,PAID,2024-11-28 22:40:14,TX-VIEIBUB8Z8ND
2463,1219,2,4,14520.0,CARD,PAID,2024-10-20 18:05:27,TX-EDLNK2ZRL8Y5
2464,1418,2,1,30038.25,CASH,PAID,2025-02-07 13:42:08,TX-N5URN9H5A7HA
2465,1034,1,,55650.0,GATEWAY,PAID,2025-02-02 17:30:13,TX-3HUPSICYZN9R
2466,801,1,,36474.0,CARD,PAID,2024-11-28 13:00:31,TX-003WZ10AGWVL
2467,89,2,3,73180.8,CARD,PAID,2025-01-25 19:19:18,TX-3DQ0E7E2AWBB
2468,436,2,1,23522.4,TRANSFER,PAID,2025-07-27 15:07:43,TX-X31HYK0NPI89
2469,281,1,,42282.0,CARD,PAID,2025-09-28 19:30:52,TX-A174PHQ2SAGK
2470,593,1,,152498.12,GATEWAY,PAID,2024-07-30 05:13:02,TX-4553TC3O6L8Q
2471,996,2,2,49005.0,CARD,PAID,2024-06-28 10:10:01,TX-5MTQ1A2WBNVM
2472,205,1,,15683.7,CARD,PAID,2025-07-28 04:48:58,TX-ZY11CLR9C0LQ
2473,520,1,,50205.0,GATEWAY,PAID,2024-01-11 00:45:06,TX-Y7JFACRTLGHI
2474,12,1,,14994.0,CARD,PAID,2025-08-23 04:08:54,TX-D1KIJMYQY5HZ
2475,126,1,,57229.05,CARD,PAID,2024-10-16 03:16:14,TX-5ZP6CA0X4DH0
2476,826,2,1,54313.88,CARD,PAID,2024-06-24 01:17:14,TX-9Z9DBE7JAZ52
2477,1062,1,,15294.0,GATEWAY,PAID,2025-03-28 15:19:19,TX-DZ7VX1YWLKIE
2478,382,2,3,37897.2,CASH,PENDING,,
2479,668,1,,13314.6,GATEWAY,PENDING,,
2480,1049,1,,77974.5,CARD,PAID,2025-01-16 17:38:03,TX-S3XIR66ARAYQ
2481,1479,1,,16020.0,CARD,PAID,2024-07-06 18:48:05,TX-10O4LIVFHVWY
2482,586,2,1,15652.56,CASH,PAID,2025-09-26 19:21:30,TX-J5WOWKNXZPW2
2483,983,1,,40404.0,CARD,PAID,2025-01-23 09:07:30,TX-UGXRCQQ2QQSK
2484,921,1,,30240.0,GATEWAY,PAID,2024-06-21 08:27:01,TX-TCN84IVGDGHC
2485,837,1,,55650.0,GATEWAY,PAID,2024-09-29 06:02:54,TX-OPRKVPYNKS2V
2486,1404,2,4,50094.0,CASH,PAID,2025-09-07 00:54:18,TX-SS0U61SBHFW7
2487,605,2,4,41382.0,TRANSFER,FAILED,,
2488,836,1,,44760.0,GATEWAY,PAID,2024-04-08 04:16:03,TX-AF9D51JXU3TO
2489,30,1,,36300.0,CARD,PAID,2025-05-07 18:17:25,TX-CYROHOX590AR
2490,1358,1,,13261.2,CARD,PAID,2024-07-26 04:09:00,TX-SV1CYLILLNBU
2491,569,1,,17235.0,CARD,PAID,2024-10-21 18:40:43,TX-QIBKI8MEJEII
2492,459,2,1,14941.08,TRANSFER,PAID,2024-09-06 01:36:47,TX-A8HH0T5IY394
2493,870,1,,39919.92,GATEWAY,PAID,2025-08-18 21:18:19,TX-35WKNXNXBC53
2494,1123,1,,19957.5,GATEWAY,FAILED,,
2495,146,2,3,37243.8,CARD,PAID,2025-01-07 23:13:03,TX-C9PZTRV5JWL3
2496,826,2,1,66066.0,CARD,PAID,2024-03-08 22:20:12,TX-VK3DOJHLH3J5
2497,1228,1,,13614.6,GATEWAY,PAID,2024-02-01 21:48:57,TX-QEMZ0FY706Q2
2498,495,1,,58072.5,CARD,PAID,2024-04-18 11:15:22,TX-2PL99QXNETBH
2499,1159,2,1,54450.0,CARD,PAID,2024-05-07 07:43:28,TX-XV9YZW1GBOGC
2500,1344,1,,14268.0,GATEWAY,PAID,2025-06-14 05:38:43,TX-61JV7ET9EJNS
2501,847,1,,27036.0,GATEWAY,PAID,2024-09-27 07:23:14,TX-AD2GUY2Z1DGM
2502,690,1,,31305.12,GATEWAY,PAID,2024-09-28 03:23:12,TX-5ER5Q42PKDPK
2503,985,1,,18987.0,CARD,PAID,2025-06-15 08:26:48,TX-C3VNQP95TR8P
2504,1413,2,2,34303.5,CARD,PAID,2025-03-18 05:34:32,TX-IQ5DZ5B3SF2R
2505,1280,2,3,17151.75,TRANSFER,PAID,2024-04-08 16:17:26,TX-5UUR7IOQZJOZ
2506,1130,1,,160438.5,CARD,PAID,2025-03-21 08:40:21,TX-IIAU7WMG4P3K
2507,247,1,,36483.6,CARD,PAID,2025-07-03 13:22:08,TX-C9A5R2JMABTD
2508,666,2,1,13794.0,CARD,PAID,2025-09-02 05:24:57,TX-44UR1IGYL7U7
2509,995,1,,77892.3,CARD,PAID,2024-08-05 09:30:59,TX-IXOZ836GF7QS
2510,1081,1,,29040.0,CARD,FAILED,,
2511,723,1,,14694.0,CARD,PAID,2024-10-15 05:32:02,TX-S2NV5IOZL7S5
2512,1284,2,1,14229.6,CARD,PAID,2024-03-21 10:39:27,TX-3MXT6EKIF5X9
2513,1372,2,4,51727.5,CASH,PAID,2024-12-17 06:03:29,TX-4MBJDM81V0HG
2514,397,1,,14568.0,GATEWAY,PAID,2024-10-29 20:06:51,TX-1HE4N78KFAMY
2515,508,1,,57172.5,GATEWAY,PAID,2024-07-13 01:02:59,TX-EGQK507F0ISG
2516,1212,2,1,43560.0,CASH,PAID,2025-05-26 20:30:41,TX-3IPEZJOTFHTT
2517,765,1,,27636.0,GATEWAY,PAID,2024-02-29 04:46:18,TX-QO8FC17C3IIV
2518,444,1,,31305.12,GATEWAY,PAID,2025-02-17 01:07:51,TX-S0I38FBP3TJN
2519,798,1,,15429.6,CARD,PAID,2024-08-21 12:40:43,TX-Q1S3FU4G78RH
2520,1380,2,2,14520.0,CASH,PAID,2024-08-05 01:32:54,TX-SN3P2PBTU2T2
2521,260,1,,49116.0,CARD,PAID,2024-06-25 13:27:33,TX-7TS0N5VIB316
2522,25,1,,55350.0,CARD,PAID,2025-07-17 11:57:08,TX-OAHGDGE1HQR2
2523,1301,2,2,16335.0,CARD,PAID,2025-07-13 07:04:12,TX-4KAAYNM0ND5V
2524,600,2,4,37352.7,CASH,PAID,2024-04-12 21:07:32,TX-DDG864J9HGVZ
2525,678,1,,86250.38,CARD,PAID,2024-03-02 21:51:14,TX-AJ6N7A9GHAGQ
2526,1500,1,,97249.8,CARD,PAID,2025-07-31 18:42:08,TX-2E6Z05RJ16QE
2527,1414,1,,36837.0,GATEWAY,PAID,2025-04-03 08:05:38,TX-TTW7AYCEVXZW
2528,490,1,,33234.22,CARD,PAID,2025-06-16 08:05:15,TX-Q9O20XNCA6DP
2529,932,1,,36183.6,GATEWAY,PAID,2025-04-01 15:12:31,TX-G8U03EZ2FAXQ
2530,812,2,1,81529.8,CARD,PAID,2024-02-18 07:23:37,TX-ARIBELNAQHX4
2531,1160,1,,29867.4,CARD,PAID,2024-09-10 14:16:31,TX-ET55M37BZ4J1
2532,290,1,,26813.28,GATEWAY,PAID,2025-01-09 11:27:36,TX-SABQDKNN3S1N
2533,891,1,,18351.75,CARD,PAID,2025-06-14 22:00:20,TX-E3NV0K1DRE6I
2534,870,1,,42064.2,CARD,PAID,2024-06-10 10:32:07,TX-XKY9EQMBEUE9
2535,991,2,2,29475.6,TRANSFER,PAID,2024-01-11 04:00:31,TX-LC0B406C7WPP
2536,793,1,,52987.92,GATEWAY,PAID,2024-05-03 02:37:56,TX-OKHKNN75JFM6
2537,741,1,,16418.25,GATEWAY,PAID,2024-06-18 04:14:45,TX-ST0QBT34YBGV
2538,229,1,,29359.2,CARD,PAID,2025-05-04 07:39:02,TX-THL5FTGLN1UR
2539,177,2,2,28967.4,TRANSFER,FAILED,,
2540,706,1,,19168.5,CARD,PAID,2024-03-12 17:23:52,TX-AQXHIJHP6E30
2541,665,1,,48191.64,CARD,PAID,2024-03-06 23:34:35,TX-E09AWWEQJXRZ
2542,510,2,2,39204.0,CASH,REFUNDED,2024-12-29 20:34:12,TX-KJBAJGFMNIL5
2543,1172,1,,26136.0,GATEWAY,PAID,2024-09-15 02:11:09,TX-YR1UE1YD0KHV
2544,392,2,2,54450.0,CARD,PAID,2024-11-23 15:22:50,TX-VH8QHUA8STDY
2545,163,1,,15720.0,GATEWAY,PAID,2025-05-22 22:07:59,TX-DNMEPV0QR15S
2546,918,1,,29403.0,GATEWAY,PAID,2025-01-15 02:15:13,TX-HMDV47IQRPIC
2547,788,2,2,28495.5,CARD,PAID,2024-02-10 04:14:09,TX-K17DB20H2KPS
2548,1008,1,,35685.0,GATEWAY,PAID,2024-07-20 17:11:03,TX-9YZ3I3E3X1B2
2549,157,1,,80070.3,CARD,PAID,2025-09-14 09:58:59,TX-LN5KW77EOBT3
2550,1387,1,,62946.3,CARD,PAID,2024-05-07 18:15:18,TX-FJ6B370GUNIX
2551,448,1,,47857.68,GATEWAY,FAILED,,
2552,180,1,,16141.08,GATEWAY,PAID,2024-07-30 03:42:23,TX-PQJE03GRFJVC
2553,988,1,,19004.62,CARD,PAID,2024-09-20 17:58:07,TX-E3Z19C575DI7
2554,1133,1,,43888.8,GATEWAY,PAID,2025-09-19 04:53:21,TX-ZH7DUCK8JR3O
2555,441,1,,50205.0,GATEWAY,PAID,2024-07-08 13:00:25,TX-L2OFWVRTD888
2556,44,1,,27336.0,CARD,PAID,2024-08-04 12:49:37,TX-2L8WN103FRBW
2557,194,1,,11761.2,CARD,PAID,2025-05-24 13:48:11,TX-TT097OQ3Q962
2558,622,1,,65904.75,GATEWAY,PAID,2024-05-15 08:53:07,TX-N83DO9KL0NQ4
2559,81,1,,42064.2,CARD,PAID,2025-02-18 18:20:37,TX-1XWKZ2IEUJKA
2560,525,1,,31082.16,GATEWAY,PENDING,,
2561,204,2,2,54450.0,CARD,PAID,2025-05-06 04:10:55,TX-Q9YVAM8IGHZ8
2562,1393,2,2,32670.0,TRANSFER,PAID,2024-12-03 00:39:01,TX-VDAG0IYVAM0E
2563,1057,1,,42664.2,CARD,PAID,2024-06-22 06:06:53,TX-UJNH46RLF4XG
2564,310,1,,129139.35,GATEWAY,PAID,2024-12-21 00:13:07,TX-70HQTN7F4GIF
2565,358,1,,44624.4,GATEWAY,PAID,2024-01-17 03:36:13,TX-GQWXQ825X87K
2566,1271,1,,58399.2,CARD,PAID,2024-07-14 13:18:47,TX-JNWKBP9AN2ZG
2567,1158,1,,30303.0,CARD,PAID,2025-05-19 21:17:55,TX-Q6VXN9HSF97K
2568,492,2,4,35574.0,TRANSFER,PAID,2025-07-03 12:01:10,TX-G6P61VDSUNTT
2569,1207,1,,28488.0,CARD,PAID,2025-01-23 00:48:33,TX-K94W7U8BUE0O
2570,1015,2,3,15246.0,CASH,PAID,2025-05-10 10:55:14,TX-M5WAK2WINN44
2571,698,2,2,56918.4,CARD,PAID,2024-12-20 22:25:34,TX-MUVK2HZP0CD4
2572,860,2,4,45099.12,CASH,PAID,2025-02-12 14:24:39,TX-HQBQLPF5GR8G
2573,1258,1,,70977.15,GATEWAY,PAID,2025-01-04 16:08:09,TX-0RZLNSO0NEQG
2574,1032,1,,52927.5,GATEWAY,PAID,2024-11-18 22:54:56,TX-DGC5AM98C363
2575,26,1,,29659.2,GATEWAY,PAID,2025-09-16 11:11:25,TX-7OP8NRPTJ66J
2576,268,1,,81486.0,CARD,PAID,2024-07-28 19:50:06,TX-ES2RI2B62GWY
2577,1242,1,,42364.2,CARD,PAID,2024-05-04 03:03:58,TX-0GIY4XQGNE4R
2578,393,1,,72600.0,CARD,PAID,2024-04-06 22:45:07,TX-0TTRM56B0HX8
2579,99,2,4,13068.0,CASH,PENDING,,
