order_key,customer_key,channel_key,store_key,total_amount,order_date
1000002095,852,2,4.0,86321.4,2025-07-16 12:18:10
1000002096,52,2,1.0,15518.25,2024-11-06 02:55:01
1000002097,397,1,,92739.0,2024-03-25 05:13:59
1000002098,1111,1,,48924.9,2024-02-13 14:18:52
1000002099,1380,1,,104146.8,2025-05-18 10:51:05
1000002100,1359,1,,107295.3,2024-01-25 15:17:41
1000002101,332,1,,16146.0,2024-05-14 21:13:40
1000002102,631,1,,31936.5,2024-01-04 06:23:57
1000002103,1055,2,1.0,62508.6,2025-04-02 18:57:15
1000002104,1478,1,,15420.0,2025-05-15 20:38:36
1000002105,831,2,2.0,53361.0,2024-01-14 05:43:03
1000002106,1108,2,2.0,67663.2,2025-08-18 17:39:28
1000002107,1227,2,3.0,71692.5,2025-06-09 18:28:34
1000002108,1049,2,4.0,82854.75,2025-07-18 17:33:15
1000002109,582,2,3.0,62617.5,2024-05-18 16:10:51
1000002110,119,1,,49905.0,2025-04-25 11:07:48
1000002111,6,1,,21065.7,2024-04-11 21:41:49
1000002112,736,2,2.0,51455.25,2025-05-06 20:24:01
1000002113,611,2,2.0,35574.0,2025-02-22 13:16:42
1000002114,921,2,1.0,56628.0,2024-08-24 08:42:48
1000002115,259,1,,18987.0,2024-04-18 08:30:42
1000002116,795,1,,16718.25,2024-03-18 04:19:02
1000002117,5,1,,15429.6,2024-07-03 01:24:31
1000002118,178,2,2.0,71148.0,2025-03-14 06:04:58
1000002119,708,1,,43588.8,2025-03-07 08:02:42
1000002120,1062,1,,14306.64,2024-07-03 05:09:01
1000002121,463,1,,46420.2,2025-02-15 09:03:24
1000002122,819,2,1.0,41382.0,2025-06-03 19:29:56
1000002123,106,1,,83446.2,2025-08-08 04:05:16
1000002124,353,1,,39133.5,2024-06-27 02:37:56
1000002125,1270,1,,61095.0,2025-03-29 04:07:56
1000002126,320,1,,55350.0,2025-04-24 01:37:10
1000002127,1053,2,3.0,12414.6,2024-11-30 04:26:23
1000002128,474,1,,103092.0,2025-06-20 05:12:24
1000002129,991,2,3.0,13068.0,2025-04-12 22:12:26
1000002130,161,1,,13721.4,2025-02-28 08:17:13
1000002131,1395,1,,113147.1,2025-06-25 00:21:13
1000002132,937,2,4.0,28459.2,2025-02-13 01:33:10
1000002133,373,1,,33870.0,2024-01-08 14:30:04
1000002134,1001,2,2.0,24829.2,2025-08-12 02:54:26
1000002135,399,2,4.0,68607.0,2024-06-04 05:10:07
1000002136,663,1,,44300.28,2024-07-03 06:05:04
1000002137,240,1,,40404.0,2024-04-29 03:30:18
1000002138,255,1,,48924.9,2025-01-09 09:51:55
1000002139,1061,2,1.0,136560.6,2024-09-06 01:49:20
1000002140,216,1,,28642.8,2024-11-05 10:04:36
1000002141,526,1,,42282.0,2025-02-10 12:19:56
1000002142,1030,2,1.0,82655.1,2024-04-23 13:49:36
1000002143,802,1,,18142.5,2024-11-22 09:47:40
1000002144,1337,1,,48024.66,2025-03-10 18:44:45
1000002145,690,1,,80543.25,2025-08-14 15:15:56
1000002146,1323,2,3.0,28459.2,2024-08-14 15:49:27
1000002147,204,1,,19050.0,2025-05-14 00:48:58
1000002148,155,1,,44760.0,2024-09-27 18:44:05
1000002149,559,2,2.0,39204.0,2024-12-10 00:26:46
1000002150,1137,1,,28459.2,2024-11-05 15:10:15
1000002151,132,1,,29659.2,2024-05-20 09:11:44
1000002152,674,2,3.0,23522.4,2025-08-26 22:15:40
1000002153,747,1,,17152.56,2024-07-03 09:27:20
1000002154,503,2,2.0,53361.0,2024-11-02 16:26:27
1000002155,55,1,,87439.2,2024-04-04 12:58:29
1000002156,146,1,,78882.0,2025-09-09 13:35:48
1000002157,978,2,3.0,71656.2,2025-08-19 02:44:31
1000002158,1414,1,,98121.0,2025-04-11 16:09:22
1000002159,1406,2,1.0,30492.0,2024-04-11 21:23:53
1000002160,1188,1,,31692.0,2025-02-25 08:12:09
1000002161,212,1,,83419.5,2024-11-23 02:39:32
1000002162,1075,2,1.0,39930.0,2024-02-08 20:27:09
1000002163,974,1,,28488.0,2025-08-31 22:05:57
1000002164,1476,2,2.0,43451.1,2024-06-20 05:24:37
1000002165,1438,1,,17787.0,2025-01-26 21:49:09
1000002166,1012,2,4.0,17242.5,2024-02-02 07:32:38
1000002167,27,2,1.0,15246.0,2025-05-04 15:28:01
1000002168,723,2,4.0,32670.0,2025-01-22 12:16:01
1000002169,247,1,,43888.8,2025-09-13 11:23:46
1000002170,304,1,,55650.0,2025-04-01 19:29:40
1000002171,394,1,,45140.62,2024-02-26 23:16:10
1000002172,1485,2,2.0,16335.0,2025-01-09 19:49:47
1000002173,1210,1,,36300.0,2024-04-18 14:40:32
1000002174,381,1,,15129.6,2024-01-07 06:07:33
1000002175,1108,2,3.0,15518.25,2024-03-10 18:06:42
1000002176,1171,2,2.0,14483.7,2025-07-17 20:14:29
1000002177,834,2,1.0,83490.0,2024-02-04 11:35:03
1000002178,746,1,,17235.0,2025-03-31 12:30:37
1000002179,796,1,,29659.2,2024-06-20 08:24:21
1000002180,814,2,2.0,43451.1,2025-07-30 21:35:53
1000002181,843,1,,55650.0,2025-08-20 21:17:09
1000002182,218,1,,18351.75,2025-06-22 04:05:12
1000002183,209,2,4.0,27588.0,2024-02-16 23:43:15
1000002184,367,2,1.0,13794.0,2025-06-18 22:06:26
1000002185,902,1,,19468.5,2024-04-24 09:50:46
1000002186,1484,2,4.0,30201.6,2024-05-28 09:03:26
1000002187,1094,1,,48054.75,2025-01-23 19:35:51
1000002188,1113,2,3.0,27442.8,2024-01-19 19:31:21
1000002189,930,1,,70930.2,2024-05-03 23:44:21
1000002190,1135,2,1.0,13794.0,2025-04-12 17:33:35
1000002191,476,1,,47482.5,2025-07-18 22:11:12
1000002192,972,2,2.0,28314.0,2024-10-03 17:57:36
1000002193,872,2,4.0,41164.2,2024-05-25 08:58:41
1000002194,1396,2,2.0,67590.6,2024-09-25 20:01:12
1000002195,998,2,2.0,57172.5,2024-07-10 13:20:09
1000002196,69,1,,50205.0,2025-06-01 20:05:41
1000002197,873,1,,49905.0,2025-09-15 12:53:42
1000002198,862,2,3.0,53451.75,2024-12-04 16:15:54
1000002199,1029,1,,38552.7,2025-04-01 20:36:31
1000002200,721,2,3.0,43560.0,2025-05-14 06:37:52
1000002201,150,2,4.0,57426.6,2025-03-20 19:24:33
1000002202,1004,1,,34485.0,2025-01-24 02:14:04
1000002203,450,2,1.0,79337.28,2025-04-25 00:00:36
1000002204,172,2,1.0,36209.25,2024-03-28 11:02:16
1000002205,1376,2,3.0,34485.0,2025-02-20 06:43:20
1000002206,234,2,4.0,13721.4,2025-09-28 18:31:30
1000002207,234,1,,13721.4,2025-05-25 08:33:36
1000002208,117,1,,50386.5,2025-02-28 03:06:56
1000002209,37,1,,15720.0,2024-01-05 01:08:30
1000002210,1116,2,4.0,18150.0,2024-01-29 13:16:08
1000002211,235,1,,38443.8,2025-04-14 07:57:18
1000002212,285,1,,15720.0,2025-05-14 06:52:58
1000002213,1188,1,,14268.0,2024-03-01 22:39:00
1000002214,230,2,1.0,107811.0,2025-09-29 00:57:20
1000002215,1399,2,4.0,19565.7,2025-05-13 08:12:03
1000002216,1363,1,,19350.0,2025-01-15 00:18:56
1000002217,855,2,3.0,75663.72,2024-11-02 08:27:49
1000002218,498,1,,13968.0,2024-10-27 09:24:06
1000002219,140,1,,14994.0,2024-06-06 01:21:49
1000002220,956,2,1.0,50529.6,2024-12-31 02:22:27
1000002221,235,2,1.0,14520.0,2024-09-17 21:47:19
1000002222,1268,1,,14994.0,2025-04-29 18:25:06
1000002223,1322,1,,91277.16,2024-04-12 08:03:42
1000002224,194,1,,40104.0,2025-02-01 20:22:39
1000002225,1446,1,,42064.2,2025-01-05 19:47:48
1000002226,502,2,1.0,14520.0,2024-07-04 04:00:06
1000002227,1410,2,3.0,43560.0,2025-01-30 21:24:02
1000002228,951,1,,29940.0,2025-05-28 08:35:10
1000002229,1124,1,,69371.4,2025-08-21 05:14:27
1000002230,1005,2,2.0,68879.25,2024-05-16 17:39:22
1000002231,578,2,4.0,14229.6,2024-04-07 10:44:23
1000002232,881,1,,50457.0,2025-05-14 15:17:22
1000002233,865,2,3.0,28459.2,2025-01-07 05:43:05
1000002234,411,2,3.0,45520.2,2024-08-15 16:21:49
1000002235,1412,2,4.0,13721.4,2025-02-14 06:48:15
1000002236,167,1,,14994.0,2024-01-14 13:10:39
1000002237,623,1,,120036.6,2024-02-20 22:28:42
1000002238,1245,1,,59860.8,2025-03-16 17:38:15
1000002239,1389,1,,17835.0,2024-06-12 05:24:56
1000002240,354,1,,42064.2,2024-10-18 18:41:57
1000002241,217,1,,50205.0,2024-12-09 15:26:46
1000002242,502,2,2.0,17787.0,2024-03-03 02:34:05
1000002243,320,1,,129593.1,2024-07-14 02:21:27
1000002244,590,1,,17172.0,2025-01-26 22:39:21
1000002245,1358,1,,14374.8,2024-10-12 00:29:57
1000002246,1413,2,3.0,31036.5,2024-12-23 02:40:50
1000002247,1183,1,,19350.0,2025-03-15 11:02:30
1000002248,1270,1,,55813.88,2024-09-11 12:45:46
1000002249,991,1,,60112.8,2025-04-13 17:23:20
1000002250,748,1,,36209.25,2024-04-06 18:56:25
1000002251,1315,1,,50505.0,2024-10-30 04:09:03
1000002252,529,2,1.0,26136.0,2025-09-13 07:01:34
1000002253,1186,1,,58871.1,2024-12-19 04:26:13
1000002254,826,1,,79608.0,2024-08-03 13:10:59
1000002255,53,1,,19050.0,2024-06-16 19:03:48
1000002256,810,2,3.0,53361.0,2024-08-16 16:28:59
1000002257,1442,2,1.0,49005.0,2025-02-21 16:31:41
1000002258,397,2,3.0,50094.0,2024-07-20 03:03:40
1000002259,292,1,,15720.0,2024-06-19 15:19:36
1000002260,73,1,,15420.0,2024-09-04 07:27:08
1000002261,462,1,,71685.0,2025-09-30 19:52:19
1000002262,1441,1,,15420.0,2025-07-29 18:24:20
1000002263,696,1,,58072.5,2024-03-11 15:21:25
1000002264,568,2,2.0,14229.6,2025-09-10 06:06:45
1000002265,888,1,,44760.0,2025-06-11 01:00:12
1000002266,1065,2,4.0,105633.0,2024-04-13 05:44:09
1000002267,667,1,,98038.8,2024-05-20 04:31:12
1000002268,156,1,,15720.0,2025-04-10 09:17:45
1000002269,272,1,,43588.8,2024-01-17 19:06:04
1000002270,515,1,,79943.25,2024-09-27 06:24:47
1000002271,1109,2,1.0,110969.1,2024-11-26 23:04:10
1000002272,4,2,1.0,32670.0,2024-11-01 12:18:56
1000002273,1406,2,3.0,14520.0,2025-08-02 22:42:05
1000002274,701,2,4.0,15518.25,2025-03-24 20:55:00
1000002275,438,2,1.0,36300.0,2024-09-20 12:46:16
1000002276,275,1,,64362.0,2024-06-13 03:47:13
1000002277,1054,1,,92980.92,2024-04-03 08:14:19
1000002278,831,2,2.0,29040.0,2024-08-20 11:19:06
1000002279,161,2,3.0,45520.2,2024-03-02 09:44:31
1000002280,1379,1,,33570.0,2024-01-12 11:07:47
1000002281,1004,1,,14374.8,2024-10-05 21:13:26
1000002282,7,1,,32236.5,2024-10-16 21:16:05
1000002283,728,1,,86868.0,2024-05-17 20:15:17
1000002284,832,1,,17535.0,2025-02-02 21:40:10
1000002285,177,1,,28488.0,2025-05-21 07:38:30
1000002286,526,2,2.0,28314.0,2025-01-10 11:00:30
1000002287,312,2,1.0,54313.88,2024-07-20 08:30:00
1000002288,297,1,,85597.5,2024-10-15 02:29:41
1000002289,472,2,4.0,36209.25,2024-08-31 03:41:31
1000002290,133,1,,73209.6,2025-05-21 10:46:41
1000002291,718,2,4.0,67082.4,2024-03-14 06:04:38
1000002292,378,1,,29088.0,2024-12-12 05:07:22
1000002293,1390,1,,36774.0,2024-03-26 16:45:28
1000002294,1114,2,3.0,17242.5,2024-03-30 05:12:53
1000002295,102,2,3.0,25613.28,2024-07-13 05:39:53
1000002296,484,1,,14229.6,2025-05-30 23:19:18
1000002297,1297,2,2.0,41382.0,2024-12-22 02:25:42
1000002298,716,1,,29359.2,2024-05-19 12:30:57
1000002299,1009,1,,36483.6,2024-03-04 23:51:42
1000002300,860,1,,61095.0,2025-05-03 11:19:54
1000002301,118,1,,16418.25,2024-06-20 22:27:13
1000002302,891,1,,39204.0,2024-08-09 20:46:41
1000002303,1091,2,2.0,92347.2,2025-02-06 05:56:30
1000002304,1373,1,,33870.0,2025-03-24 00:36:20
1000002305,557,2,4.0,35211.0,2025-02-06 01:50:59
1000002306,757,1,,49905.0,2024-11-21 01:07:44
1000002307,1015,1,,43671.0,2024-01-18 06:25:32
1000002308,635,1,,61312.8,2024-05-17 00:43:30
1000002309,498,1,,19168.5,2025-03-01 19:06:17
1000002310,886,2,4.0,29040.0,2024-08-11 19:37:12
1000002311,1127,2,4.0,74215.35,2025-05-02 05:07:52
1000002312,1220,1,,16020.0,2024-04-14 06:09:58
1000002313,16,1,,71168.25,2024-11-15 03:46:59
1000002314,350,1,,18687.0,2024-03-19 05:23:50
1000002315,37,1,,27036.0,2024-04-23 02:40:12
1000002316,1445,1,,16441.08,2024-10-25 15:37:55
1000002317,18,1,,16446.0,2024-01-16 09:46:14
1000002318,975,1,,17787.0,2024-04-08 13:02:50
1000002319,304,2,3.0,17787.0,2025-02-10 23:14:24
1000002320,1199,1,,39204.0,2025-01-07 14:46:24
1000002321,437,2,2.0,13794.0,2024-04-22 20:42:55
1000002322,424,1,,46638.0,2024-06-21 22:28:58
1000002323,1364,1,,37800.0,2024-09-01 18:05:11
1000002324,979,1,,13968.0,2025-03-27 01:43:59
1000002325,110,1,,70694.25,2025-07-02 08:26:15
1000002326,751,1,,75619.92,2024-11-14 02:18:33
1000002327,1427,1,,40104.0,2024-06-28 14:54:03
1000002328,252,1,,32236.5,2025-03-16 13:56:28
1000002329,846,2,2.0,28749.6,2024-12-06 04:26:41
1000002330,1183,1,,17152.56,2025-03-06 06:19:38
1000002331,874,1,,73536.3,2025-06-23 22:27:48
1000002332,469,1,,29940.0,2025-08-01 10:33:42
1000002333,637,1,,37800.0,2025-05-10 08:09:02
1000002334,1068,2,3.0,80186.7,2025-06-10 06:21:48
1000002335,1230,2,3.0,16008.3,2025-08-09 14:30:34
1000002336,249,1,,63155.55,2025-03-30 06:46:52
1000002337,390,1,,18442.5,2024-12-01 04:42:27
1000002338,162,2,2.0,35574.0,2024-02-09 21:08:40
1000002339,493,2,1.0,32670.0,2025-03-11 00:18:46
1000002340,1231,1,,31246.8,2024-10-08 04:43:53
1000002341,382,1,,27336.0,2024-11-02 17:32:39
1000002342,887,1,,28488.0,2025-03-14 15:48:22
1000002343,949,1,,93765.0,2025-01-01 06:53:17
1000002344,78,1,,83020.2,2024-10-15 22:44:21
1000002345,747,1,,14994.0,2024-09-13 06:36:01
1000002346,138,1,,31246.8,2024-05-30 03:28:52
1000002347,1058,1,,54261.0,2025-08-24 11:42:24
1000002348,189,2,2.0,43124.4,2025-06-15 08:06:46
1000002349,507,1,,55313.7,2025-05-19 21:57:48
1000002350,1374,2,4.0,13068.0,2024-05-11 23:13:10
1000002351,85,1,,47238.0,2024-12-31 03:59:57
1000002352,239,1,,27036.0,2024-08-06 17:08:34
1000002353,17,1,,32205.12,2024-06-30 04:37:55
1000002354,351,1,,40970.28,2024-03-29 23:14:35
1000002355,1421,1,,35385.0,2024-06-08 14:29:54
1000002356,719,2,2.0,28459.2,2024-05-29 22:16:06
1000002357,58,1,,29940.0,2024-03-06 20:55:02
1000002358,245,1,,45723.24,2024-09-13 13:36:02
1000002359,1320,2,2.0,48279.0,2025-08-17 21:56:39
1000002360,947,2,1.0,39930.0,2024-12-01 14:56:36
1000002361,29,1,,43888.8,2024-10-05 08:55:03
1000002362,375,1,,18987.0,2024-07-16 17:43:12
1000002363,314,1,,17235.0,2024-02-10 15:29:08
1000002364,974,1,,32672.1,2025-04-21 23:51:14
1000002365,345,1,,55150.35,2024-09-05 10:33:19
1000002366,1331,1,,15720.0,2025-04-05 22:15:16
1000002367,1008,2,1.0,17787.0,2024-08-24 14:05:08
1000002368,588,2,4.0,14520.0,2025-07-22 15:09:05
1000002369,274,1,,35685.0,2025-03-20 19:31:25
1000002370,1488,2,2.0,17242.5,2024-08-23 14:19:33
1000002371,1089,1,,46720.2,2024-07-18 00:04:42
1000002372,1472,1,,26813.28,2024-07-14 23:48:49
1000002373,1294,1,,52927.5,2025-01-30 00:17:52
1000002374,10,2,2.0,41527.2,2025-03-24 22:22:26
1000002375,905,1,,33870.0,2024-11-15 05:49:06
1000002376,392,1,,71863.92,2024-11-25 18:32:03
1000002377,872,1,,29477.7,2024-10-18 05:53:22
1000002378,825,1,,41817.6,2024-04-20 22:43:06
1000002379,625,2,3.0,51727.5,2024-05-11 05:01:56
1000002380,1389,1,,40704.0,2024-02-26 14:40:57
1000002381,5,1,,27036.0,2024-05-19 19:04:39
1000002382,74,2,1.0,15652.56,2024-06-02 03:00:59
1000002383,805,1,,108900.0,2025-09-12 04:47:45
1000002384,893,1,,27336.0,2024-09-20 15:25:54
1000002385,347,1,,91476.0,2025-04-20 10:31:25
1000002386,705,2,4.0,69696.0,2024-04-10 09:31:41
1000002387,1342,1,,78523.92,2024-03-16 06:19:26
1000002388,97,1,,52927.5,2025-06-02 09:58:23
1000002389,1308,2,1.0,68970.0,2024-05-15 06:51:52
1000002390,714,2,1.0,69841.2,2024-06-18 14:19:35
1000002391,1357,1,,43588.8,2025-08-09 11:51:41
1000002392,1092,1,,63273.0,2025-08-31 08:31:21
1000002393,513,2,1.0,32670.0,2025-05-18 23:31:11
1000002394,263,2,2.0,12806.64,2025-05-05 21:20:31
1000002395,437,2,4.0,43560.0,2025-09-15 07:10:01
1000002396,1216,1,,48816.0,2024-01-08 23:49:17
1000002397,1391,2,3.0,42688.8,2024-06-15 18:11:53
1000002398,348,1,,55650.0,2024-04-12 04:18:58
1000002399,429,1,,35685.0,2024-12-21 01:20:36
1000002400,388,2,3.0,31305.12,2025-08-27 22:45:49
1000002401,1062,1,,27113.28,2024-08-19 21:02:13
1000002402,536,1,,40104.0,2024-01-09 22:33:03
1000002403,516,1,,72418.5,2024-11-17 07:20:08
1000002404,1025,2,3.0,18150.0,2025-02-26 17:23:49
1000002405,1405,2,1.0,54450.0,2024-01-16 15:16:26
1000002406,1317,1,,54450.0,2025-06-03 17:21:29
1000002407,1200,2,4.0,39204.0,2024-01-20 02:26:27
1000002408,984,2,4.0,69696.0,2025-03-25 18:00:19
1000002409,1465,2,4.0,43124.4,2024-02-18 05:28:27
1000002410,831,1,,66017.28,2025-09-13 23:20:21
1000002411,1206,1,,46638.0,2024-12-10 11:25:21
1000002412,1431,2,4.0,107411.7,2024-10-03 11:13:42
1000002413,1288,1,,34170.0,2025-09-06 13:56:43
1000002414,812,1,,36474.0,2024-05-24 14:45:10
1000002415,587,1,,55259.25,2025-03-20 15:01:41
1000002416,709,2,2.0,13794.0,2024-08-25 08:16:34
1000002417,544,2,2.0,15518.25,2024-04-24 19:14:15
1000002418,1174,2,3.0,29403.0,2025-05-17 18:06:50
1000002419,249,1,,43879.2,2025-03-08 17:20:28
1000002420,709,1,,25022.4,2024-12-19 22:50:55
1000002421,368,2,4.0,29403.0,2024-12-25 00:16:15
1000002422,991,1,,40104.0,2025-07-25 23:43:06
1000002423,217,2,1.0,37933.5,2024-08-29 22:35:53
1000002424,146,1,,52927.5,2025-07-12 16:24:30
1000002425,1376,1,,27762.0,2024-03-07 23:14:01
1000002426,583,1,,79801.92,2024-07-01 10:37:44
1000002427,779,1,,68790.6,2024-02-16 05:19:01
1000002428,216,1,,52836.75,2025-01-07 05:37:46
1000002429,1266,2,4.0,46554.75,2025-07-17 00:50:59
1000002430,629,1,,43779.9,2025-07-04 23:43:43
1000002431,245,2,4.0,26136.0,2025-01-06 17:19:48
1000002432,1256,2,4.0,13068.0,2025-08-29 08:32:58
1000002433,1195,1,,43588.8,2024-10-08 04:23:15
1000002434,191,2,3.0,16335.0,2024-01-27 23:19:58
1000002435,1477,1,,29649.6,2025-08-26 11:47:13
1000002436,464,2,4.0,29040.0,2024-04-02 20:04:31
1000002437,667,2,2.0,42688.8,2024-07-17 22:30:21
1000002438,622,1,,29882.16,2025-04-24 20:29:18
1000002439,866,1,,33991.08,2025-09-10 18:37:29
1000002440,308,1,,18442.5,2024-05-03 17:10:35
1000002441,304,2,1.0,66792.0,2024-06-07 09:07:22
1000002442,1405,1,,45723.24,2024-03-22 00:47:34
1000002443,1369,2,3.0,54450.0,2025-01-24 20:04:36
1000002444,849,1,,32781.0,2024-11-13 09:57:09
1000002445,658,1,,15429.6,2025-06-22 07:34:52
1000002446,1400,2,4.0,15246.0,2024-05-05 19:09:10
1000002447,345,1,,55350.0,2024-04-04 01:41:38
1000002448,617,1,,42282.0,2024-09-20 04:15:51
1000002449,219,2,4.0,14374.8,2024-09-26 21:47:11
1000002450,1253,1,,63127.8,2024-10-01 20:42:17
1000002451,377,2,4.0,68244.0,2024-01-09 08:11:39
1000002452,577,2,2.0,54450.0,2024-12-01 17:21:58
1000002453,769,1,,35283.6,2025-03-27 21:27:09
1000002454,209,1,,52627.5,2025-07-19 23:26:55
1000002455,449,1,,108285.0,2024-01-02 01:37:18
1000002456,859,2,1.0,12806.64,2024-06-16 20:32:19
1000002457,960,1,,91161.0,2025-04-27 07:57:18
1000002458,1120,1,,17835.0,2024-12-01 04:16:51
1000002459,993,1,,29659.2,2025-04-02 14:31:12
1000002460,375,2,3.0,43560.0,2024-07-27 17:40:28
1000002461,421,2,2.0,17787.0,2024-11-27 15:40:14
1000002462,1219,2,4.0,14520.0,2024-10-18 11:05:27
1000002463,1418,2,1.0,30038.25,2025-02-06 22:42:08
1000002464,1034,1,,55650.0,2025-01-30 18:30:13
1000002465,801,1,,36474.0,2024-11-25 19:00:31
1000002466,89,2,3.0,73180.8,2025-01-22 20:19:18
1000002467,436,2,1.0,23522.4,2025-07-25 16:07:43
1000002468,281,1,,42282.0,2025-09-27 15:30:52
1000002469,593,1,,152498.12,2024-07-29 04:13:02
1000002470,996,2,2.0,49005.0,2024-06-28 00:10:01
1000002471,205,1,,15683.7,2025-07-27 06:48:58
1000002472,520,1,,50205.0,2024-01-09 19:45:06
1000002473,12,1,,14994.0,2025-08-23 01:08:54
1000002474,126,1,,57229.05,2024-10-14 10:16:14
1000002475,826,2,1.0,54313.88,2024-06-23 13:17:14
1000002476,1062,1,,15294.0,2025-03-26 08:19:19
1000002477,382,2,3.0,37897.2,2024-01-19 16:40:32
1000002478,668,1,,13314.6,2024-04-18 17:56:57
1000002479,1049,1,,77974.5,2025-01-16 00:38:03
1000002480,1479,1,,16020.0,2024-07-05 17:48:05
1000002481,586,2,1.0,15652.56,2025-09-24 13:21:30
1000002482,983,1,,40404.0,2025-01-20 09:07:30
1000002483,921,1,,30240.0,2024-06-21 06:27:01
1000002484,837,1,,55650.0,2024-09-28 22:02:54
1000002485,1404,2,4.0,50094.0,2025-09-06 19:54:18
1000002486,605,2,4.0,41382.0,2024-11-22 13:59:12
1000002487,836,1,,44760.0,2024-04-05 10:16:03
1000002488,30,1,,36300.0,2025-05-06 15:17:25
1000002489,1358,1,,13261.2,2024-07-25 21:09:00
1000002490,569,1,,17235.0,2024-10-19 06:40:43
1000002491,459,2,1.0,14941.08,2024-09-03 02:36:47
1000002492,870,1,,39919.92,2025-08-16 09:18:19
1000002493,1123,1,,19957.5,2024-08-25 21:48:40
1000002494,146,2,3.0,37243.8,2025-01-07 16:13:03
1000002495,826,2,1.0,66066.0,2024-03-06 03:20:12
1000002496,1228,1,,13614.6,2024-01-31 19:48:57
1000002497,495,1,,58072.5,2024-04-16 03:15:22
1000002498,1159,2,1.0,54450.0,2024-05-06 00:43:28
1000002499,1344,1,,14268.0,2025-06-12 06:38:43
1000002500,847,1,,27036.0,2024-09-26 14:23:14
1000002501,690,1,,31305.12,2024-09-26 19:23:12
1000002502,985,1,,18987.0,2025-06-13 08:26:48
1000002503,1413,2,2.0,34303.5,2025-03-15 23:34:32
1000002504,1280,2,3.0,17151.75,2024-04-06 21:17:26
1000002505,1130,1,,160438.5,2025-03-19 04:40:21
1000002506,247,1,,36483.6,2025-07-02 19:22:08
1000002507,666,2,1.0,13794.0,2025-08-31 07:24:57
1000002508,995,1,,77892.3,2024-08-04 14:30:59
1000002509,1081,1,,29040.0,2025-04-29 15:18:48
1000002510,723,1,,14694.0,2024-10-15 03:32:02
1000002511,1284,2,1.0,14229.6,2024-03-19 11:39:27
1000002512,1372,2,4.0,51727.5,2024-12-16 18:03:29
1000002513,397,1,,14568.0,2024-10-29 09:06:51
1000002514,508,1,,57172.5,2024-07-11 22:02:59
1000002515,1212,2,1.0,43560.0,2025-05-26 00:30:41
1000002516,765,1,,27636.0,2024-02-28 06:46:18
1000002517,444,1,,31305.12,2025-02-15 17:07:51
1000002518,798,1,,15429.6,2024-08-19 21:40:43
1000002519,1380,2,2.0,14520.0,2024-08-04 11:32:54
1000002520,260,1,,49116.0,2024-06-24 15:27:33
1000002521,25,1,,55350.0,2025-07-16 17:57:08
1000002522,1301,2,2.0,16335.0,2025-07-11 13:04:12
1000002523,600,2,4.0,37352.7,2024-04-11 09:07:32
1000002524,678,1,,86250.38,2024-02-29 03:51:14
1000002525,1500,1,,97249.8,2025-07-30 15:42:08
1000002526,1414,1,,36837.0,2025-04-03 05:05:38
1000002527,490,1,,33234.22,2025-06-15 13:05:15
1000002528,932,1,,36183.6,2025-03-29 18:12:31
1000002529,812,2,1.0,81529.8,2024-02-16 04:23:37
1000002530,1160,1,,29867.4,2024-09-08 03:16:31
1000002531,290,1,,26813.28,2025-01-07 13:27:36
1000002532,891,1,,18351.75,2025-06-13 21:00:20
1000002533,870,1,,42064.2,2024-06-09 01:32:07
1000002534,991,2,2.0,29475.6,2024-01-09 01:00:31
1000002535,793,1,,52987.92,2024-04-30 02:37:56
1000002536,741,1,,16418.25,2024-06-17 11:14:45
1000002537,229,1,,29359.2,2025-05-02 01:39:02
1000002538,177,2,2.0,28967.4,2024-02-07 13:36:27
1000002539,706,1,,19168.5,2024-03-10 16:23:52
1000002540,665,1,,48191.64,2024-03-05 12:34:35
1000002541,510,2,2.0,39204.0,2024-12-28 20:34:12
1000002542,1172,1,,26136.0,2024-09-14 12:11:09
1000002543,392,2,2.0,54450.0,2024-11-21 10:22:50
1000002544,163,1,,15720.0,2025-05-22 16:07:59
1000002545,918,1,,29403.0,2025-01-13 09:15:13
1000002546,788,2,2.0,28495.5,2024-02-09 05:14:09
1000002547,1008,1,,35685.0,2024-07-19 11:11:03
1000002548,157,1,,80070.3,2025-09-12 00:58:59
1000002549,1387,1,,62946.3,2024-05-05 07:15:18
1000002550,448,1,,47857.68,2025-07-09 12:18:38
1000002551,180,1,,16141.08,2024-07-27 12:42:23
1000002552,988,1,,19004.62,2024-09-18 21:58:07
1000002553,1133,1,,43888.8,2025-09-18 06:53:21
1000002554,441,1,,50205.0,2024-07-06 17:00:25
1000002555,44,1,,27336.0,2024-08-03 13:49:37
1000002556,194,1,,11761.2,2025-05-21 23:48:11
1000002557,622,1,,65904.75,2024-05-13 14:53:07
1000002558,81,1,,42064.2,2025-02-18 16:20:37
1000002559,525,1,,31082.16,2025-08-25 16:02:57
1000002560,204,2,2.0,54450.0,2025-05-03 12:10:55
1000002561,1393,2,2.0,32670.0,2024-12-01 04:39:01
1000002562,1057,1,,42664.2,2024-06-21 18:06:53
1000002563,310,1,,129139.35,2024-12-19 19:13:07
1000002564,358,1,,44624.4,2024-01-16 20:36:13
1000002565,1271,1,,58399.2,2024-07-11 18:18:47
1000002566,1158,1,,30303.0,2025-05-17 20:17:55
1000002567,492,2,4.0,35574.0,2025-07-03 06:01:10
1000002568,1207,1,,28488.0,2025-01-22 03:48:33
