order_item_key,order_key,product_key,quantity,unit_price
3466,2612,1,2,12600.0
3467,2612,2,3,15000.0
3468,2613,1,2,12000.0
3469,2614,1,1,12000.0
3470,2615,1,2,12000.0
3471,2615,1,1,12600.0
3472,2616,1,3,12000.0
3473,2617,1,3,12000.0
3474,2617,1,2,12000.0
3475,2618,1,2,12600.0
3476,2618,2,2,16500.0
3477,2619,1,2,12000.0
3478,2620,1,1,10800.0
3479,2621,2,2,16500.0
3480,2622,1,1,12600.0
3481,2622,2,1,15000.0
3482,2623,2,3,13500.0
3483,2624,1,3,13200.0
3484,2625,1,3,10800.0
3485,2626,1,1,13200.0
3486,2627,2,2,15000.0
3487,2627,2,3,15000.0
3488,2628,2,2,15000.0
3489,2629,1,3,13200.0
3490,2630,1,1,13200.0
3491,2631,2,1,15000.0
3492,2631,1,3,12000.0
3493,2632,2,2,16500.0
3494,2633,1,1,12600.0
3495,2633,1,3,12000.0
3496,2634,1,3,12000.0
3497,2635,1,2,13200.0
3498,2635,2,2,15000.0
3499,2636,1,3,13200.0
3500,2637,2,3,15000.0
3501,2638,2,3,13500.0
3502,2638,2,1,15000.0
3503,2639,1,2,12000.0
3504,2640,2,3,15750.0
3505,2641,1,1,12000.0
3506,2642,1,3,12000.0
3507,2643,2,2,15750.0
3508,2644,1,2,12000.0
3509,2644,1,1,12600.0
3510,2645,2,2,15000.0
3511,2646,2,3,15000.0
3512,2646,1,3,12000.0
3513,2647,2,2,15000.0
3514,2648,1,2,12000.0
3515,2649,1,1,10800.0
3516,2649,1,2,12000.0
3517,2650,2,2,16500.0
3518,2650,2,1,15750.0
3519,2651,2,1,13500.0
3520,2652,1,3,12600.0
3521,2652,2,2,15000.0
3522,2653,1,3,12000.0
3523,2654,1,1,12000.0
3524,2655,2,3,15000.0
3525,2656,2,3,15000.0
3526,2656,1,2,13200.0
3527,2657,2,3,15000.0
3528,2658,1,2,13200.0
3529,2659,1,3,12000.0
3530,2659,1,3,12000.0
3531,2659,2,1,15000.0
3532,2660,2,3,16500.0
3533,2660,1,3,12000.0
3534,2661,2,2,15000.0
3535,2662,1,2,10800.0
3536,2663,2,2,13500.0
3537,2664,1,1,12000.0
3538,2665,2,2,15750.0
3539,2666,2,1,16500.0
3540,2667,2,2,15000.0
3541,2668,2,1,13500.0
3542,2669,2,2,15000.0
3543,2669,2,3,15750.0
3544,2670,2,3,16500.0
3545,2671,1,1,12000.0
3546,2671,2,2,15000.0
3547,2672,1,2,10800.0
3548,2673,1,3,10800.0
3549,2674,1,1,10800.0
3550,2675,2,2,15000.0
3551,2675,1,3,12000.0
3552,2676,2,2,15000.0
3553,2677,2,2,15000.0
3554,2678,1,1,12000.0
3555,2678,1,2,12000.0
3556,2679,1,3,12000.0
3557,2679,1,3,10800.0
3558,2680,1,3,12000.0
3559,2681,2,1,15000.0
3560,2682,2,1,15000.0
3561,2682,1,2,12000.0
3562,2683,2,1,15750.0
3563,2684,1,1,12000.0
3564,2685,2,1,15000.0
3565,2686,2,3,15000.0
3566,2687,2,3,15000.0
3567,2688,1,3,10800.0
3568,2688,2,3,15000.0
3569,2688,2,1,15000.0
3570,2689,2,2,16500.0
3571,2689,2,2,15000.0
3572,2690,2,2,16500.0
3573,2691,2,1,15000.0
3574,2692,2,1,15000.0
3575,2693,1,3,12000.0
3576,2693,1,1,12000.0
3577,2694,1,3,12000.0
3578,2694,1,1,12600.0
3579,2694,1,2,12000.0
3580,2695,1,3,12600.0
3581,2695,2,2,15750.0
3582,2696,2,2,13500.0
3583,2697,2,2,15000.0
3584,2698,2,3,15000.0
3585,2698,2,2,13500.0
3586,2699,1,1,12000.0
3587,2700,1,2,12000.0
3588,2700,1,3,12000.0
3589,2701,2,2,15750.0
3590,2701,2,1,15000.0
3591,2702,2,3,15000.0
3592,2702,1,2,12600.0
3593,2703,1,1,10800.0
3594,2704,2,3,15750.0
3595,2705,2,3,16500.0
3596,2706,1,3,12000.0
3597,2706,1,1,10800.0
3598,2707,2,1,16500.0
3599,2707,1,2,12000.0
3600,2708,1,3,12000.0
3601,2709,1,3,12000.0
3602,2710,1,2,12000.0
3603,2710,1,2,13200.0
3604,2711,1,2,12000.0
3605,2712,1,2,13200.0
3606,2713,2,1,15750.0
3607,2714,2,1,15750.0
3608,2715,2,1,16500.0
3609,2716,1,2,12000.0
3610,2716,2,1,15750.0
3611,2717,1,2,12000.0
3612,2717,1,1,12000.0
3613,2718,2,3,15000.0
3614,2718,1,1,12000.0
3615,2719,2,2,16500.0
3616,2719,1,1,12000.0
3617,2720,1,1,10800.0
3618,2721,1,2,12600.0
3619,2722,1,1,12000.0
3620,2722,1,3,12000.0
3621,2722,2,3,15000.0
3622,2723,1,3,12000.0
3623,2724,1,2,12000.0
3624,2725,2,2,15000.0
3625,2726,1,1,12600.0
3626,2727,2,3,16500.0
3627,2728,2,1,15000.0
3628,2729,1,2,12000.0
3629,2730,1,3,12000.0
3630,2731,1,1,12000.0
3631,2732,2,2,16500.0
3632,2733,1,3,12000.0
3633,2733,2,2,15000.0
3634,2734,2,1,15000.0
3635,2734,1,3,13200.0
3636,2734,1,3,12000.0
3637,2735,2,3,15000.0
3638,2735,1,3,12600.0
3639,2736,2,3,16500.0
3640,2737,1,3,12000.0
3641,2737,1,2,12000.0
3642,2738,1,2,10800.0
3643,2738,1,2,12000.0
3644,2739,1,2,12000.0
3645,2739,2,3,16500.0
3646,2740,1,2,12000.0
3647,2740,1,1,10800.0
3648,2741,1,2,12600.0
3649,2741,1,2,12000.0
3650,2742,2,1,13500.0
3651,2742,2,1,15000.0
3652,2742,2,2,16500.0
3653,2743,2,3,13500.0
3654,2744,2,3,13500.0
3655,2745,2,2,15750.0
3656,2746,1,3,12000.0
3657,2747,1,3,12600.0
3658,2748,1,3,10800.0
3659,2748,1,3,12000.0
3660,2749,1,1,12000.0
3661,2749,1,2,12000.0
3662,2750,1,2,10800.0
3663,2750,1,3,13200.0
3664,2750,1,3,12000.0
3665,2751,1,3,10800.0
3666,2752,1,2,13200.0
3667,2752,1,1,12600.0
3668,2753,2,3,15000.0
3669,2753,1,3,12000.0
3670,2754,2,3,16500.0
3671,2754,1,3,12600.0
3672,2755,1,2,13200.0
3673,2755,2,1,15750.0
3674,2756,1,1,12600.0
3675,2757,2,1,15000.0
3676,2758,1,3,12000.0
3677,2759,2,1,15000.0
3678,2759,1,2,10800.0
3679,2759,1,1,12000.0
3680,2760,2,1,15000.0
3681,2760,2,2,15000.0
3682,2761,2,1,15000.0
3683,2761,2,1,15000.0
3684,2762,1,3,12600.0
3685,2762,2,2,13500.0
3686,2763,1,3,12000.0
3687,2764,2,1,15000.0
3688,2765,1,2,12000.0
3689,2766,1,2,12000.0
3690,2767,1,3,10800.0
3691,2768,1,3,12000.0
3692,2769,1,1,10800.0
3693,2769,1,2,12000.0
3694,2770,2,3,15000.0
3695,2771,2,3,13500.0
3696,2772,2,3,15000.0
3697,2773,1,3,12000.0
3698,2773,2,2,15000.0
3699,2774,2,2,13500.0
3700,2775,2,2,15000.0
3701,2775,2,1,15750.0
3702,2776,2,3,15000.0
3703,2777,2,3,16500.0
3704,2778,1,2,12000.0
3705,2779,2,3,13500.0
3706,2780,1,3,12600.0
3707,2781,1,2,10800.0
3708,2782,1,1,13200.0
3709,2782,2,3,13500.0
3710,2783,1,3,12000.0
3711,2783,1,1,12000.0
3712,2784,1,1,12000.0
3713,2785,1,3,12600.0
3714,2786,1,1,12600.0
3715,2787,2,1,15000.0
3716,2788,2,1,15000.0
3717,2789,2,1,15000.0
3718,2790,1,1,13200.0
3719,2791,2,3,15000.0
3720,2791,1,2,12000.0
3721,2792,2,1,15000.0
3722,2793,1,1,12000.0
3723,2793,2,3,16500.0
3724,2794,2,1,15000.0
3725,2794,1,1,12000.0
3726,2795,1,2,13200.0
3727,2796,2,2,15000.0
3728,2797,2,2,15000.0
3729,2798,1,1,13200.0
3730,2798,1,2,12000.0
3731,2799,1,2,12000.0
3732,2800,2,1,16500.0
3733,2801,1,2,12000.0
3734,2802,1,2,12000.0
3735,2803,1,1,10800.0
3736,2803,1,1,12600.0
3737,2803,2,1,15750.0
3738,2804,1,1,12000.0
3739,2805,2,1,16500.0
3740,2806,1,1,12000.0
3741,2807,1,3,12000.0
3742,2808,1,1,10800.0
3743,2808,1,2,13200.0
3744,2809,2,3,16500.0
3745,2809,2,2,13500.0
3746,2810,1,3,13200.0
3747,2810,1,3,12000.0
3748,2811,1,1,12000.0
3749,2812,1,3,12000.0
3750,2813,2,2,13500.0
3751,2814,1,2,12000.0
3752,2814,2,1,15000.0
3753,2815,1,1,12000.0
3754,2815,2,1,15000.0
3755,2815,2,3,15000.0
3756,2816,2,1,13500.0
3757,2816,1,3,12000.0
3758,2817,1,2,10800.0
3759,2818,1,1,12000.0
3760,2819,2,1,15000.0
3761,2820,1,2,13200.0
3762,2821,1,3,12000.0
3763,2822,1,3,12000.0
3764,2822,1,3,13200.0
3765,2823,1,3,12000.0
3766,2824,1,3,10800.0
3767,2824,2,2,15000.0
3768,2825,1,1,13200.0
3769,2825,2,2,13500.0
3770,2825,1,3,12000.0
3771,2826,2,1,15000.0
3772,2827,2,1,15000.0
3773,2828,2,3,15000.0
3774,2829,1,3,12000.0
3775,2830,2,2,16500.0
3776,2831,1,3,10800.0
3777,2832,2,2,15750.0
3778,2833,1,1,12000.0
3779,2834,2,1,15000.0
3780,2835,1,2,12000.0
3781,2835,2,1,15000.0
3782,2836,1,3,13200.0
3783,2837,2,2,15000.0
3784,2837,2,3,15000.0
3785,2837,1,3,13200.0
3786,2838,1,1,12000.0
3787,2838,2,3,15750.0
3788,2838,2,3,15000.0
3789,2839,1,3,13200.0
3790,2840,1,3,12600.0
3791,2841,2,3,15000.0
3792,2842,1,1,12000.0
3793,2843,2,2,15750.0
3794,2844,1,2,12600.0
3795,2844,1,2,10800.0
3796,2845,2,1,15750.0
3797,2846,2,3,15750.0
3798,2847,2,2,15000.0
3799,2848,2,1,15000.0
3800,2849,1,1,12000.0
3801,2850,2,3,15000.0
3802,2851,1,3,12000.0
3803,2852,1,3,12000.0
3804,2853,1,1,12000.0
3805,2854,2,2,15000.0
3806,2855,1,1,12600.0
3807,2856,1,3,10800.0
3808,2857,1,3,12000.0
3809,2858,2,1,15000.0
3810,2858,2,3,15000.0
3811,2858,1,3,12000.0
3812,2859,2,3,15000.0
3813,2860,2,2,15000.0
3814,2860,1,2,10800.0
3815,2861,2,3,15750.0
3816,2861,2,3,15000.0
3817,2862,2,2,15750.0
3818,2862,2,2,13500.0
3819,2863,1,2,12000.0
3820,2863,2,2,16500.0
3821,2864,1,1,12000.0
3822,2865,1,3,12000.0
3823,2866,1,3,10800.0
3824,2867,2,2,15000.0
3825,2867,2,2,15000.0
3826,2867,2,3,13500.0
3827,2868,1,3,12000.0
3828,2869,2,2,13500.0
3829,2870,1,3,12000.0
3830,2870,1,3,12000.0
3831,2871,1,1,12000.0
3832,2872,2,2,15750.0
3833,2873,2,2,15750.0
3834,2873,1,2,12000.0
3835,2874,2,1,15000.0
3836,2875,1,1,12000.0
3837,2876,2,2,15750.0
3838,2877,2,1,15000.0
3839,2878,2,3,15000.0
3840,2878,1,2,13200.0
3841,2879,2,1,15000.0
3842,2879,1,3,12000.0
3843,2880,2,3,15000.0
3844,2880,2,2,15000.0
3845,2881,2,1,16500.0
3846,2882,1,3,12000.0
3847,2883,2,2,15000.0
3848,2884,1,3,12600.0
3849,2884,1,2,12000.0
3850,2885,1,1,12000.0
3851,2885,2,3,13500.0
3852,2886,2,3,13500.0
3853,2887,1,1,12000.0
3854,2887,2,2,15000.0
3855,2887,2,1,15000.0
3856,2888,1,2,13200.0
3857,2889,2,3,13500.0
3858,2890,1,3,12000.0
3859,2891,1,3,10800.0
3860,2892,2,1,15000.0
3861,2892,1,1,12000.0
3862,2893,1,3,12600.0
3863,2893,1,3,12000.0
3864,2894,1,3,12600.0
3865,2894,2,3,16500.0
3866,2895,2,3,15750.0
3867,2896,2,3,13500.0
3868,2897,2,1,15000.0
3869,2898,1,3,12600.0
3870,2898,2,1,15750.0
3871,2899,2,1,15750.0
3872,2899,2,3,15000.0
3873,2900,2,2,15000.0
3874,2901,1,2,12000.0
3875,2901,1,2,10800.0
3876,2902,1,2,10800.0
3877,2902,1,3,12600.0
3878,2903,1,2,10800.0
3879,2904,1,2,12600.0
3880,2905,2,2,15000.0
3881,2906,1,1,13200.0
3882,2906,1,1,12000.0
3883,2907,1,2,12600.0
3884,2907,2,2,15000.0
3885,2908,1,2,12000.0
3886,2908,2,1,15750.0
3887,2909,2,2,15000.0
3888,2910,2,1,15000.0
3889,2911,1,3,13200.0
3890,2912,1,3,12000.0
3891,2913,1,1,12000.0
3892,2914,1,3,10800.0
3893,2915,1,1,10800.0
3894,2916,2,1,15000.0
3895,2917,1,2,10800.0
3896,2917,1,2,12000.0
3897,2918,2,3,15000.0
3898,2918,1,2,12000.0
3899,2919,1,2,12000.0
3900,2920,2,1,15000.0
3901,2921,2,2,15000.0
3902,2922,1,1,12000.0
3903,2923,1,3,12000.0
3904,2923,2,1,15000.0
3905,2924,2,2,15000.0
3906,2924,2,1,15000.0
3907,2925,1,1,13200.0
3908,2925,2,1,13500.0
3909,2926,2,2,13500.0
3910,2927,1,3,12000.0
3911,2928,2,3,15000.0
3912,2928,2,2,13500.0
3913,2928,1,2,12600.0
3914,2929,1,1,10800.0
3915,2929,1,1,12000.0
3916,2930,2,3,15000.0
3917,2931,1,3,10800.0
3918,2932,1,1,13200.0
3919,2933,2,1,15000.0
3920,2934,2,1,13500.0
3921,2934,1,2,12000.0
3922,2935,2,3,15750.0
3923,2935,1,3,10800.0
3924,2936,2,2,13500.0
3925,2937,2,2,15750.0
3926,2938,1,1,12600.0
3927,2939,2,3,13500.0
3928,2940,2,3,15000.0
3929,2941,1,2,10800.0
3930,2942,1,1,12000.0
3931,2943,1,2,12600.0
3932,2944,2,1,15750.0
3933,2944,2,1,13500.0
3934,2945,2,1,15000.0
3935,2946,2,1,15000.0
3936,2947,1,3,13200.0
3937,2948,2,2,16500.0
3938,2949,2,1,13500.0
3939,2950,1,1,12000.0
3940,2950,1,3,12000.0
3941,2950,1,2,12000.0
3942,2951,1,3,12600.0
3943,2952,2,3,15000.0
3944,2953,1,2,12000.0
3945,2953,2,3,15000.0
3946,2954,2,2,16500.0
3947,2955,1,1,10800.0
3948,2956,1,2,12000.0
3949,2957,2,2,15000.0
3950,2958,2,1,15000.0
3951,2959,2,2,15000.0
3952,2959,1,1,12000.0
3953,2960,1,1,12000.0
3954,2961,2,1,15000.0
3955,2962,1,3,12000.0
3956,2963,2,2,15000.0
3957,2964,1,1,12000.0
3958,2964,1,2,12600.0
3959,2965,1,1,12600.0
3960,2966,1,1,12000.0
3961,2966,2,3,13500.0
3962,2967,2,3,15000.0
3963,2968,2,1,15000.0
3964,2969,2,3,13500.0
3965,2970,1,1,12000.0
3966,2970,2,3,15000.0
3967,2971,2,3,15750.0
3968,2972,2,1,15000.0
3969,2973,1,1,12000.0
3970,2974,2,1,16500.0
3971,2975,2,3,15000.0
3972,2976,2,3,15000.0
3973,2977,2,1,15000.0
3974,2978,1,1,12000.0
3975,2978,1,1,12000.0
3976,2979,1,3,10800.0
3977,2980,1,2,13200.0
3978,2981,1,3,12000.0
3979,2982,2,2,13500.0
3980,2983,1,1,10800.0
3981,2984,2,3,16500.0
3982,2985,1,3,12000.0
3983,2986,1,3,12000.0
3984,2986,2,2,15000.0
3985,2987,2,1,13500.0
3986,2988,1,2,12000.0
3987,2989,2,2,15000.0
3988,2990,2,3,15000.0
3989,2991,1,3,12000.0
3990,2992,1,3,12000.0
3991,2992,2,2,15750.0
3992,2993,1,2,12000.0
3993,2993,1,2,13200.0
3994,2994,2,2,15000.0
3995,2995,1,3,12000.0
3996,2996,2,2,15000.0
3997,2997,1,1,10800.0
3998,2997,1,2,13200.0
3999,2998,2,2,15000.0
4000,2999,2,2,15750.0
4001,2999,1,3,12000.0
4002,3000,2,1,15750.0
4003,3000,1,2,12000.0
4004,3001,1,1,12000.0
4005,3002,1,1,12000.0
4006,3002,2,3,15000.0
4007,3003,2,2,15750.0
4008,3003,1,2,12000.0
4009,3004,1,3,12000.0
4010,3005,1,1,13200.0
4011,3005,1,2,12000.0
4012,3006,1,3,12000.0
4013,3006,1,2,12000.0
4014,3007,1,2,10800.0
4015,3007,1,1,12000.0
4016,3008,2,2,13500.0
4017,3009,1,2,10800.0
4018,3009,2,3,15000.0
4019,3010,1,1,12000.0
4020,3011,2,1,15750.0
4021,3012,1,3,12000.0
4022,3013,1,3,12000.0
4023,3014,2,1,15000.0
4024,3015,1,1,12600.0
4025,3016,2,2,16500.0
4026,3016,2,1,15000.0
4027,3017,2,2,15000.0
4028,3017,2,1,13500.0
4029,3017,1,2,12000.0
4030,3018,2,1,15000.0
4031,3018,2,2,15750.0
4032,3019,1,3,12600.0
4033,3020,2,2,15750.0
4034,3020,2,2,16500.0
4035,3021,1,1,10800.0
4036,3022,2,3,13500.0
4037,3023,2,1,15000.0
4038,3023,1,2,10800.0
4039,3023,1,3,12000.0
4040,3024,1,2,12000.0
4041,3024,2,3,16500.0
4042,3025,1,1,12600.0
4043,3026,1,1,12000.0
4044,3026,1,1,12600.0
4045,3027,2,1,15000.0
4046,3028,2,2,16500.0
4047,3029,1,3,12600.0
4048,3030,2,2,15000.0
4049,3031,2,3,16500.0
4050,3031,2,1,15750.0
4051,3032,2,2,15750.0
4052,3032,2,1,13500.0
4053,3033,2,2,15000.0
4054,3034,1,2,10800.0
4055,3034,2,3,15000.0
4056,3035,1,2,12000.0
4057,3035,2,1,15000.0
4058,3036,1,1,12000.0
4059,3036,1,2,12000.0
4060,3037,1,2,12000.0
4061,3037,2,2,15000.0
4062,3038,1,2,12000.0
4063,3039,2,3,15000.0
4064,3039,2,1,15750.0
4065,3039,2,2,15000.0
4066,3040,2,2,15750.0
4067,3041,2,3,15750.0
4068,3041,1,1,12000.0
4069,3042,1,3,10800.0
4070,3043,1,3,12000.0
4071,3044,1,1,12600.0
4072,3044,2,2,15000.0
4073,3044,2,1,15000.0
4074,3045,1,3,12600.0
4075,3045,2,1,15000.0
4076,3045,2,3,13500.0
4077,3046,2,2,15750.0
4078,3047,2,3,16500.0
4079,3048,1,2,13200.0
4080,3049,2,3,15000.0
4081,3050,1,3,12000.0
4082,3050,2,1,15000.0
4083,3051,1,2,12600.0
4084,3052,2,2,15000.0
4085,3052,2,1,15000.0
4086,3052,2,1,15000.0
4087,3053,2,1,15000.0
4088,3054,1,1,12600.0
4089,3055,1,3,10800.0
4090,3056,1,3,12600.0
4091,3056,2,3,15750.0
4092,3057,2,3,15000.0
4093,3058,2,2,15000.0
4094,3059,1,1,12000.0
4095,3060,1,3,12000.0
4096,3061,1,2,12600.0
4097,3062,2,2,15000.0
4098,3062,1,1,12000.0
4099,3063,1,1,12600.0
4100,3063,1,1,10800.0
4101,3064,2,2,15000.0
4102,3065,1,1,13200.0
4103,3066,2,3,15000.0
4104,3067,2,3,15000.0
4105,3067,1,1,12000.0
4106,3068,2,3,15000.0
4107,3069,2,2,15000.0
4108,3069,2,2,15000.0
4109,3070,2,3,15000.0
4110,3071,1,1,10800.0
4111,3071,1,3,10800.0
4112,3072,1,2,12000.0
4113,3073,1,2,12600.0
4114,3074,1,2,12000.0
4115,3074,1,1,12000.0
4116,3075,1,1,12000.0
4117,3076,1,3,12600.0
4118,3076,1,3,12000.0
4119,3077,1,2,12000.0
4120,3077,1,2,12000.0
4121,3078,1,1,12000.0
4122,3079,2,3,15000.0
4123,3080,1,2,12000.0
4124,3081,1,1,12000.0
4125,3082,2,3,15750.0
4126,3083,2,2,15000.0
4127,3083,2,2,15750.0
4128,3083,1,3,10800.0
4129,3084,1,1,12000.0
4130,3085,2,3,15000.0
4131,3085,1,1,12000.0
4132,3086,1,1,12000.0
4133,3087,1,3,12000.0
4134,3088,2,1,15750.0
4135,3089,1,2,12000.0
4136,3090,1,2,13200.0
4137,3091,2,1,15000.0
4138,3092,1,1,12000.0
4139,3093,2,2,15750.0
4140,3094,1,3,12000.0
4141,3095,2,1,15000.0
4142,3095,1,3,12000.0
4143,3096,1,1,12600.0
4144,3097,2,3,15000.0
4145,3098,1,1,12000.0
4146,3099,2,3,15750.0
4147,3100,2,3,15000.0
4148,3101,2,2,15000.0
4149,3102,2,3,15000.0
4150,3103,2,2,13500.0
4151,3104,2,1,13500.0
4152,3104,2,3,15000.0
4153,3104,2,1,15750.0
4154,3105,1,1,12000.0
4155,3106,2,1,15000.0
4156,3107,1,1,13200.0
4157,3108,2,3,13500.0
4158,3108,1,3,12000.0
4159,3109,1,1,12000.0
4160,3110,2,2,15000.0
4161,3111,2,3,15000.0
4162,3112,1,1,12000.0
4163,3112,1,1,12000.0
4164,3113,1,2,13200.0
4165,3114,1,1,12000.0
4166,3115,2,2,13500.0
4167,3116,1,1,12000.0
4168,3116,1,2,12000.0
4169,3117,2,3,15000.0
4170,3118,2,3,15000.0
4171,3118,1,2,13200.0
4172,3119,2,3,15000.0
4173,3120,1,2,12000.0
4174,3121,1,3,12600.0
4175,3122,1,1,12000.0
4176,3123,1,2,12000.0
4177,3124,2,1,13500.0
4178,3124,2,3,15000.0
4179,3125,1,2,10800.0
4180,3126,1,1,10800.0
4181,3127,1,1,12000.0
4182,3127,1,3,12000.0
4183,3127,2,3,15000.0
4184,3128,2,1,15000.0
4185,3128,2,1,13500.0
4186,3129,1,2,13200.0
4187,3129,1,3,12000.0
4188,3130,1,2,12000.0
4189,3131,2,1,15750.0
4190,3132,1,1,12000.0
4191,3132,1,2,13200.0
4192,3133,1,1,10800.0
4193,3134,1,1,13200.0
4194,3134,2,1,13500.0
4195,3134,1,1,12600.0
4196,3135,1,1,10800.0
4197,3136,1,1,12000.0
4198,3136,2,2,13500.0
4199,3136,2,1,15000.0
4200,3137,1,3,10800.0
4201,3138,1,2,12000.0
4202,3139,1,2,12600.0
4203,3140,1,2,13200.0
4204,3141,2,1,15000.0
4205,3142,2,2,15000.0
4206,3143,1,1,12600.0
4207,3144,1,1,12000.0
4208,3145,1,1,12000.0
4209,3145,2,2,16500.0
4210,3146,2,1,13500.0
4211,3146,2,2,15750.0
4212,3147,1,3,12600.0
4213,3147,1,1,12000.0
4214,3147,1,1,12000.0
4215,3148,1,3,12000.0
4216,3148,1,1,12600.0
4217,3149,1,3,12000.0
4218,3149,2,3,15000.0
4219,3150,2,3,15000.0
4220,3151,2,1,16500.0
4221,3152,1,1,12000.0
4222,3153,1,3,12000.0
4223,3154,1,2,12000.0
4224,3155,1,2,12600.0
4225,3156,1,1,12000.0
4226,3157,1,1,12000.0
4227,3158,1,2,12600.0
4228,3159,1,3,12000.0
4229,3160,2,3,16500.0
4230,3160,2,3,15000.0
4231,3161,1,2,12000.0
4232,3162,2,2,13500.0
4233,3163,2,1,15000.0
4234,3164,1,1,12000.0
4235,3165,1,3,13200.0
4236,3165,1,3,10800.0
4237,3166,1,2,12600.0
4238,3167,2,2,15000.0
4239,3167,1,2,12000.0
4240,3168,2,3,15000.0
4241,3169,1,2,12000.0
4242,3170,2,2,15000.0
4243,3171,1,2,12000.0
4244,3172,1,1,10800.0
4245,3173,2,1,15000.0
4246,3174,2,3,15000.0
4247,3174,1,1,10800.0
4248,3175,1,2,12000.0
4249,3176,2,3,13500.0
4250,3177,1,2,12000.0
4251,3178,1,2,10800.0
4252,3179,1,3,10800.0
4253,3180,1,3,12000.0
4254,3181,2,2,15000.0
4255,3182,1,2,10800.0
4256,3183,1,3,13200.0
4257,3183,1,2,12000.0
4258,3184,2,2,16500.0
4259,3185,2,1,13500.0
4260,3185,1,1,13200.0
4261,3186,1,1,12000.0
4262,3187,1,3,12000.0
4263,3188,2,2,13500.0
4264,3188,1,2,12000.0
4265,3189,1,3,12000.0
4266,3190,1,2,12600.0
4267,3190,2,2,16500.0
4268,3191,2,3,16500.0
4269,3192,2,3,15000.0
4270,3192,2,3,15000.0
4271,3193,2,3,15000.0
4272,3194,1,2,12600.0
4273,3194,2,2,15750.0
4274,3195,2,2,15000.0
4275,3196,1,2,12000.0
4276,3197,2,2,15000.0
4277,3197,2,3,13500.0
4278,3198,2,2,15000.0
4279,3198,1,2,10800.0
4280,3199,1,1,12600.0
4281,3200,1,2,12000.0
4282,3201,2,3,15000.0
4283,3201,2,1,15000.0
4284,3202,2,2,15000.0
4285,3203,1,2,12600.0
4286,3204,2,1,15000.0
4287,3204,1,2,12000.0
4288,3205,2,1,15000.0
4289,3206,2,2,16500.0
4290,3207,2,3,13500.0
4291,3208,1,3,10800.0
4292,3209,2,3,15000.0
4293,3209,1,3,12000.0
4294,3210,1,3,10800.0
4295,3211,2,3,15000.0
4296,3212,2,3,15000.0
4297,3212,2,2,13500.0
4298,3213,1,3,12000.0
4299,3214,1,1,12000.0
4300,3214,2,1,15000.0
4301,3215,1,1,12000.0
4302,3216,2,3,15000.0
4303,3217,1,1,12000.0
4304,3218,1,3,12000.0
4305,3219,1,1,12000.0
4306,3220,2,2,15000.0
4307,3221,2,2,15000.0
4308,3221,1,1,12000.0
4309,3221,1,3,10800.0
4310,3222,2,2,15000.0
4311,3222,2,2,15000.0
4312,3223,1,2,12000.0
4313,3224,1,2,12000.0
4314,3225,1,1,12000.0
4315,3226,1,2,12000.0
4316,3227,1,3,12000.0
4317,3228,2,2,15000.0
4318,3229,1,2,12000.0
4319,3230,1,3,10800.0
4320,3231,2,2,15000.0
4321,3232,1,2,12600.0
4322,3233,2,3,16500.0
4323,3234,2,3,15000.0
4324,3234,1,2,12000.0
4325,3235,1,2,12000.0
4326,3236,1,1,10800.0
4327,3237,2,1,15000.0
4328,3238,1,1,12000.0
4329,3239,1,2,12000.0
4330,3240,1,2,12600.0
4331,3241,1,3,12000.0
4332,3242,2,3,15000.0
4333,3243,2,3,15000.0
4334,3244,1,2,12000.0
4335,3245,1,3,12600.0
4336,3246,1,1,12000.0
4337,3247,1,3,13200.0
4338,3248,1,2,12000.0
4339,3249,2,2,15000.0
4340,3250,2,2,15000.0
4341,3251,1,1,12000.0
4342,3252,1,1,13200.0
4343,3252,2,2,15000.0
4344,3253,1,1,12000.0
4345,3254,1,2,12000.0
4346,3255,2,3,15750.0
4347,3256,1,3,12000.0
4348,3257,2,2,13500.0
4349,3257,1,3,12000.0
4350,3258,1,3,13200.0
4351,3259,1,2,12000.0
4352,3260,1,2,10800.0
4353,3261,2,2,13500.0
4354,3261,2,1,13500.0
4355,3262,2,2,15750.0
4356,3262,1,3,10800.0
4357,3263,2,1,16500.0
4358,3264,2,3,16500.0
4359,3265,1,1,12000.0
4360,3266,1,2,10800.0
4361,3267,1,1,13200.0
4362,3267,2,1,16500.0
4363,3268,2,1,15000.0
4364,3268,2,3,15000.0
4365,3269,2,1,16500.0
4366,3270,1,3,10800.0
4367,3270,1,2,12000.0
4368,3270,1,3,12000.0
4369,3271,1,2,12000.0
4370,3272,2,2,15000.0
4371,3273,2,3,15750.0
4372,3274,1,3,12000.0
4373,3275,2,3,15000.0
4374,3276,2,2,13500.0
4375,3276,2,3,15750.0
4376,3277,1,1,10800.0
4377,3278,1,3,12000.0
4378,3279,1,3,10800.0
4379,3280,1,2,12600.0
4380,3280,1,1,12000.0
4381,3281,1,1,12000.0
4382,3281,2,3,15000.0
4383,3282,1,2,12000.0
4384,3283,2,2,13500.0
4385,3284,1,2,13200.0
4386,3284,2,1,15750.0
4387,3285,2,2,13500.0
4388,3285,1,1,12600.0
4389,3285,1,2,12000.0
4390,3286,2,2,15000.0
4391,3287,1,2,12000.0
4392,3288,1,2,12600.0
4393,3288,1,3,12000.0
4394,3289,2,3,15000.0
4395,3290,1,1,12000.0
4396,3291,1,3,12000.0
